n, x0, x1, xa,y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
0,0.00996160387453,0.211855210096,0.602066940262,25.3260235936,16.495846,-0.08502562166492367,-0.34681658243300495,14.1379092093,0.0027770000000000294,16.499508999999996,0.0002770000000005268,05:13:06  19-05-17
1,-0.0850256216649,-0.346816582433,0.526809441346,14.1068477988,52.41651800000001,0.18690004450266673,-0.48861088772513117,11.541867435,0.014031999999996714,52.417773,8.200000000613272e-05,05:23:21  19-05-17
2,0.186900044503,-0.488610887725,0.451544993496,11.7722209006,43.50933599999999,0.18690004450266673,-0.48861088772513117,11.541867435,0.00234300000001042,43.510707999999994,9.1999999995096e-05,05:23:21  19-05-17
3,-0.522581386965,0.91106098536,0.602066940262,27.520091176,16.30286599999998,0.18690004450266673,-0.48861088772513117,11.541867435,0.0025980000000060954,16.30394200000002,8.299999998939711e-05,05:23:21  19-05-17
4,0.917795740898,0.473307738201,0.526809441346,23.5830123645,26.396896999999996,0.18690004450266673,-0.48861088772513117,11.541867435,0.0022289999999713928,26.397895000000005,7.10000000196942e-05,05:23:21  19-05-17
5,0.638527717082,0.773095356681,0.451544993496,27.3552547683,38.303679999999986,0.18690004450266673,-0.48861088772513117,11.541867435,0.0018779999999765096,38.304777,7.300000001464468e-05,05:23:21  19-05-17
6,0.847726375013,-0.42462381841,0.602066940262,12.6060317119,22.351166000000006,0.18690004450266673,-0.48861088772513117,11.541867435,0.0019849999999905776,22.352102000000002,7.400000001211993e-05,05:23:21  19-05-17
7,-0.40510803222,-0.133436428406,0.526809441346,22.2276695304,266.646161,0.18690004450266673,-0.48861088772513117,11.541867435,0.0018880000000365271,266.647161,7.999999996854967e-05,05:23:21  19-05-17
8,0.131145438682,0.660852527903,0.451544993496,27.3942893138,41.00470299999995,0.18690004450266673,-0.48861088772513117,11.541867435,0.0020670000000677646,41.00597299999998,8.79999998915082e-05,05:23:21  19-05-17
9,-0.964724547567,0.66728662776,0.602066940262,27.5262643946,18.16539899999998,0.18690004450266673,-0.48861088772513117,11.541867435,0.0023909999999887077,18.16689999999994,0.00011300000005576294,05:23:21  19-05-17
10,0.954098648702,-0.207575812747,0.526809441346,12.3285549242,150.55063500000006,0.18690004450266673,-0.48861088772513117,11.541867435,0.0030699999999797,150.55168300000003,9.80000000936343e-05,05:23:21  19-05-17
11,-0.934285243818,-0.459863168619,0.451544993496,25.7587481257,47.11045200000001,0.18690004450266673,-0.48861088772513117,11.541867435,0.002334000000018932,47.111424000000056,7.699999991928053e-05,05:23:21  19-05-17
12,0.937224540285,0.394164846746,0.602066940262,21.9150534366,16.303582000000006,0.18690004450266673,-0.48861088772513117,11.541867435,0.0019079999999576103,16.304419000000053,5.499999997482519e-05,05:23:21  19-05-17
13,0.49028764713,0.317593940376,0.526809441346,23.8180437931,29.673021000000062,0.18690004450266673,-0.48861088772513117,11.541867435,0.001922999999919739,29.67378000000008,4.400000000259752e-05,05:23:21  19-05-17
14,-0.0911308690118,-0.543823037216,0.451544993496,14.6847409656,43.12294600000007,0.18690004450266673,-0.48861088772513117,11.541867435,0.0017409999999244974,43.123692000000005,4.500000000007276e-05,05:23:21  19-05-17
15,-0.314189728497,0.170650972724,0.602066940262,26.3876038614,17.80352199999993,0.18690004450266673,-0.48861088772513117,11.541867435,0.0017639999999801148,17.804206000000022,6.60000000607397e-05,05:23:21  19-05-17
16,0.515989929847,-0.872609805633,0.526809441346,12.2733137043,29.330880000000093,0.18690004450266673,-0.48861088772513117,11.541867435,0.0017409999999244974,29.33230500000002,0.00013500000000021828,05:23:21  19-05-17
17,-0.50642449435,-0.310187068723,0.451544993496,20.0567057986,137.216224,0.18690004450266673,-0.48861088772513117,11.541867435,0.003635000000031141,137.21706900000004,5.29999999798747e-05,05:23:21  19-05-17
18,0.498121853199,0.703560794114,0.602066940262,27.3549025005,19.297082000000046,0.18690004450266673,-0.48861088772513117,11.541867435,0.0019669999999223364,19.298463000000083,0.00015200000007098424,05:23:21  19-05-17
19,-0.169521108661,-0.210872114455,0.526809441346,18.1249713832,184.92284200000017,0.5121170553269314,-0.3804298125285779,11.832638505,0.003993999999920561,184.92454900000007,0.00015699999994467362,05:36:09  19-05-17
20,0.852004267642,-0.420362749581,0.000228570750333,12.5037425485,620.3664079999999,0.45358939186099656,-0.3877457704618199,11.7172796863,3989.648618,620.3694749999995,15.035697999999911,05:43:21  19-05-17
21,0.753950109231,-0.448712086572,0.0205507832543,12.4313750773,695.1477080000004,0.43804298125285746,-0.3868312757201646,11.6716969937,3214.097826000002,695.1515449999988,22.64655699999912,05:52:38  19-05-17
22,-0.333350268421,-0.844552829006,1.0,18.5662957682,0.3134879999997793,0.43529949702789184,-0.3868312757201646,11.664192321,3626.2369580000013,0.31948299999930896,20.524537999999666,06:02:13  19-05-17
23,-0.333350268421,-0.85186878694,0.991644061128,18.6079712231,0.663141999997606,0.4334705075445815,-0.39048925468678564,11.6756797199,3322.0470419999983,0.6658190000016475,20.283808000000136,06:09:17  19-05-17
24,0.999983064912,-0.981489949025,8.46907269514e-06,12.8259296336,500.5602680000011,0.4185337600975456,-0.3914037494284407,11.6386699119,3421.4968539999973,500.5644260000008,19.267908000001626,06:17:55  19-05-17
25,0.374536401971,-0.737590814408,1.0,12.0650860371,0.44191399999908754,0.42341106538637363,-0.38957475994513036,11.6438693064,3419.9916279999998,0.44392599999991944,27.62987400000202,06:24:11  19-05-17
