settlement_date,settlement_period,indo,england_wales,embedded_wind,embedded_solar,non_bm_stor,i014_demand,i014_TGSD,pumping,french_import,britned_import,moyle_import,east_west_import
1/1/2015 00:00:00,1,28659.00,26351.00,1866.00,0.00,0.00,28840.68,29005.09,-19.60,1002.73,854.30,-24.70,-120.70
1/1/2015 00:00:00,2,29327.00,27001.00,1816.00,0.00,0.00,29373.32,29518.06,-23.74,996.99,903.11,2.50,-120.70
1/1/2015 00:00:00,3,29080.00,26874.00,1816.00,0.00,0.00,29051.05,29737.28,-483.98,1163.92,887.90,-53.00,-120.70
1/1/2015 00:00:00,4,27918.00,25824.00,1878.00,0.00,0.00,27880.91,28585.45,-608.66,1163.92,864.31,-39.90,-56.46
1/1/2015 00:00:00,5,26756.00,24752.00,1878.00,0.00,0.00,26748.72,27939.27,-1166.62,1273.12,881.10,-82.10,-7.42
1/1/2015 00:00:00,6,26213.00,24236.00,1859.00,0.00,0.00,26161.26,27389.38,-1338.66,1272.63,876.30,-82.10,-6.22
1/1/2015 00:00:00,7,25165.00,23239.00,1859.00,0.00,0.00,25204.14,26857.95,-1552.10,270.20,876.72,-90.40,35.24
1/1/2015 00:00:00,8,24082.00,22270.00,1880.00,0.00,0.00,24180.54,26066.79,-1739.20,222.88,876.32,-150.00,112.51
1/1/2015 00:00:00,9,23267.00,21543.00,1880.00,0.00,0.00,23447.15,26394.71,-1733.22,-1026.16,876.71,-151.40,211.32
1/1/2015 00:00:00,10,22932.00,21249.00,1750.00,0.00,0.00,23005.96,25942.06,-1722.72,-1026.26,876.31,-150.60,268.58
1/1/2015 00:00:00,11,22662.00,21043.00,1750.00,0.00,0.00,22715.47,25069.31,-1868.14,-360.57,876.71,-89.10,273.71
1/1/2015 00:00:00,12,22624.00,20936.00,1719.00,0.00,0.00,22705.53,25064.53,-1990.80,-360.77,876.32,43.10,273.57
1/1/2015 00:00:00,13,23059.00,21329.00,1719.00,0.00,0.00,23163.55,25646.90,-2004.10,-440.79,876.72,122.30,273.73
1/1/2015 00:00:00,14,23376.00,21655.00,1880.00,0.00,0.00,23426.57,25848.00,-1944.06,-441.10,876.31,181.20,273.78
1/1/2015 00:00:00,15,23688.00,21942.00,1880.00,0.00,0.00,23740.81,25833.68,-1533.70,-586.17,838.71,181.20,273.57
1/1/2015 00:00:00,16,23543.00,21874.00,1832.00,0.00,0.00,23580.80,25501.77,-1406.78,-586.38,838.32,181.20,273.56
1/1/2015 00:00:00,17,23999.00,22278.00,1832.00,7.00,0.00,24043.17,25684.43,-729.26,-985.90,854.74,181.20,273.41
1/1/2015 00:00:00,18,24964.00,23202.00,1868.00,14.00,0.00,24969.24,26140.00,-577.90,-985.39,854.33,181.20,273.63
1/1/2015 00:00:00,19,26362.00,24497.00,1868.00,40.00,0.00,26406.97,26589.08,-683.12,-11.21,999.53,181.20,273.59
1/1/2015 00:00:00,20,27838.00,25810.00,2048.00,66.00,0.00,27877.99,27935.23,-671.68,34.99,999.52,181.20,245.60
1/1/2015 00:00:00,21,29429.00,27260.00,2048.00,106.00,0.00,29414.68,29424.76,-670.44,1275.50,999.53,178.20,246.62
1/1/2015 00:00:00,22,30641.00,28337.00,2159.00,147.00,0.00,30655.18,30667.20,-430.18,1275.30,999.54,151.10,209.10
1/1/2015 00:00:00,23,31857.00,29381.00,2159.00,170.00,0.00,31849.53,31861.91,-175.62,1471.87,992.73,97.40,201.90
1/1/2015 00:00:00,24,32830.00,30221.00,2468.00,194.00,0.00,32798.29,32810.75,-147.76,1479.09,984.74,37.20,171.74
1/1/2015 00:00:00,25,33663.00,30971.00,2468.00,197.00,0.00,33610.87,33676.57,-10.70,1479.18,1020.33,-55.00,110.99
1/1/2015 00:00:00,26,34061.00,31305.00,2522.00,199.00,0.00,34014.36,34076.60,-8.48,1478.99,1006.74,-55.10,44.55
1/1/2015 00:00:00,27,34156.00,31382.00,2522.00,179.00,0.00,34072.78,34199.86,-8.68,1479.09,972.73,-118.30,42.36
1/1/2015 00:00:00,28,34148.00,31381.00,2622.00,159.00,0.00,34069.94,34165.10,-4.52,1479.18,989.94,-91.10,11.10
1/1/2015 00:00:00,29,34147.00,31407.00,2622.00,131.00,0.00,34076.00,34187.34,-7.92,1479.09,986.33,-74.30,-28.70
1/1/2015 00:00:00,30,34172.00,31424.00,2545.00,102.00,0.00,34092.55,34230.32,-8.06,1479.18,1011.14,-74.10,-55.96
1/1/2015 00:00:00,31,34507.00,31723.00,2545.00,69.00,0.00,34439.77,34599.52,-8.34,1479.38,999.94,-95.80,-56.02
1/1/2015 00:00:00,32,35229.00,32380.00,2677.00,36.00,7.00,35193.86,35261.57,-11.98,1478.99,1003.93,17.60,-56.02
1/1/2015 00:00:00,33,36740.00,33750.00,2677.00,18.00,32.00,36685.12,36758.51,-18.02,1479.18,1011.94,59.30,-56.04
1/1/2015 00:00:00,34,38069.00,35001.00,2706.00,1.00,32.00,38015.73,38094.81,-14.40,1479.09,1025.13,50.90,-64.04
1/1/2015 00:00:00,35,38613.00,35626.00,2706.00,0.00,32.00,38551.43,38719.53,-16.56,1479.18,971.93,-44.20,-106.78
1/1/2015 00:00:00,36,38163.00,35311.00,2639.00,0.00,23.00,38098.41,38321.97,-16.56,1479.28,1011.93,-100.10,-106.76
1/1/2015 00:00:00,37,37474.00,34741.00,2639.00,0.00,0.00,37395.58,37608.42,-6.14,1479.09,1025.93,-100.20,-106.82
1/1/2015 00:00:00,38,36643.00,33910.00,2762.00,0.00,0.00,36592.66,36772.31,-15.08,1476.02,1014.33,-100.10,-64.88
1/1/2015 00:00:00,39,35668.00,33031.00,2762.00,0.00,0.00,35579.60,35720.66,-12.44,1304.65,1020.33,-100.10,-29.38
1/1/2015 00:00:00,40,34893.00,32296.00,2742.00,0.00,0.00,34724.51,34839.08,-14.58,1304.75,997.54,-100.10,10.31
1/1/2015 00:00:00,41,33984.00,31412.00,2742.00,0.00,0.00,33901.47,34014.23,-7.98,1304.95,1004.33,-100.10,42.53
1/1/2015 00:00:00,42,32700.00,30328.00,2721.00,0.00,0.00,32648.21,32758.70,-8.18,1304.85,1005.93,-100.20,85.39
1/1/2015 00:00:00,43,31374.00,29091.00,2721.00,0.00,0.00,31313.73,31426.58,-12.82,1180.03,993.54,-100.10,157.49
1/1/2015 00:00:00,44,30155.00,27949.00,2791.00,0.00,0.00,30121.02,30232.54,-10.28,1179.63,1008.73,-100.10,227.87
1/1/2015 00:00:00,45,29002.00,26808.00,2791.00,0.00,0.00,28969.82,29333.78,-12.68,-281.53,1008.33,-41.50,268.59
1/1/2015 00:00:00,46,28048.00,25839.00,2825.00,0.00,0.00,27973.49,28303.98,-20.74,-278.92,1008.73,51.20,273.52
1/1/2015 00:00:00,47,26316.00,24189.00,2825.00,0.00,0.00,26245.94,26555.45,-21.50,-257.27,920.34,124.00,273.28
1/1/2015 00:00:00,48,25323.00,23263.00,2846.00,0.00,0.00,25260.67,25978.64,-429.96,-257.27,921.14,151.10,273.44
2/1/2015 00:00:00,1,25137.00,23106.00,2814.00,0.00,0.00,25050.61,25599.32,-591.16,161.99,888.33,151.10,273.41
2/1/2015 00:00:00,2,25251.00,23271.00,2804.00,0.00,0.00,25113.74,25731.65,-660.36,161.74,893.94,151.20,273.64
2/1/2015 00:00:00,3,24819.00,22935.00,2804.00,0.00,0.00,24760.85,26180.89,-1133.28,-252.92,895.14,151.10,273.66
2/1/2015 00:00:00,4,24151.00,22364.00,2765.00,0.00,0.00,24038.91,25877.18,-1588.14,-253.43,872.74,151.20,273.64
2/1/2015 00:00:00,5,23530.00,21790.00,2765.00,0.00,0.00,23473.25,25836.19,-1731.78,-597.51,815.12,151.10,273.63
2/1/2015 00:00:00,6,23473.00,21694.00,2686.00,0.00,0.00,23336.89,25904.37,-1936.32,-597.51,820.32,151.20,273.75
2/1/2015 00:00:00,7,22768.00,20990.00,2686.00,0.00,0.00,22699.32,25736.65,-2214.06,-786.39,424.39,151.10,273.44
2/1/2015 00:00:00,8,22281.00,20524.00,2718.00,0.00,0.00,22146.94,25186.13,-2215.92,-786.69,392.00,84.40,273.70
2/1/2015 00:00:00,9,21885.00,20179.00,2718.00,0.00,0.00,21752.12,25286.87,-2196.54,-1305.59,331.21,50.90,273.65
2/1/2015 00:00:00,10,21888.00,20163.00,2700.00,0.00,0.00,21737.22,25093.73,-2167.94,-1305.39,337.21,51.00,273.60
2/1/2015 00:00:00,11,22178.00,20466.00,2700.00,0.00,0.00,22215.36,25656.40,-1815.62,-1505.10,305.61,51.00,273.76
2/1/2015 00:00:00,12,22938.00,21138.00,2617.00,0.00,0.00,22988.43,25797.04,-1247.32,-1395.74,312.01,50.50,207.36
2/1/2015 00:00:00,13,24646.00,22801.00,2617.00,0.00,0.00,24620.11,24917.05,-481.68,123.83,316.40,-8.60,60.66
2/1/2015 00:00:00,14,26021.00,24140.00,2491.00,0.00,0.00,26031.58,26094.25,-86.74,124.92,337.19,-27.60,-17.96
2/1/2015 00:00:00,15,27893.00,25955.00,2491.00,0.00,0.00,27881.09,28013.61,-16.60,881.36,889.11,-75.00,-41.02
2/1/2015 00:00:00,16,29216.00,27300.00,2446.00,6.00,0.00,29149.58,29282.12,-16.74,879.58,890.72,-75.00,-41.04
2/1/2015 00:00:00,17,30639.00,28595.00,2446.00,12.00,0.00,30782.66,30947.29,-18.10,999.37,930.73,-56.40,-91.90
2/1/2015 00:00:00,18,32160.00,30038.00,2432.00,18.00,0.00,32260.59,32406.51,-9.98,999.17,913.14,-55.00,-78.10
2/1/2015 00:00:00,19,33672.00,31434.00,2432.00,137.00,0.00,33819.47,34101.93,-11.92,1380.16,1030.34,-86.00,-179.98
2/1/2015 00:00:00,20,34324.00,31980.00,2487.00,257.00,0.00,34461.20,34790.57,-16.50,1379.96,995.54,-120.20,-192.52
2/1/2015 00:00:00,21,34821.00,32294.00,2487.00,433.00,0.00,34843.98,35021.77,-13.32,1379.76,988.74,-84.30,-80.68
2/1/2015 00:00:00,22,34918.00,32267.00,2391.00,609.00,0.00,34979.26,35123.38,-12.12,1379.86,993.13,-80.20,-51.90
2/1/2015 00:00:00,23,35263.00,32429.00,2391.00,775.00,0.00,35155.40,35300.00,-10.14,1477.50,993.53,-80.10,-51.88
2/1/2015 00:00:00,24,35305.00,32394.00,2483.00,942.00,0.00,35202.47,35402.41,-10.30,1479.48,1001.54,-80.10,-107.86
2/1/2015 00:00:00,25,35304.00,32303.00,2483.00,958.00,0.00,35366.45,35731.13,-10.00,1479.28,1008.74,-114.10,-238.06
2/1/2015 00:00:00,26,35237.00,32193.00,2527.00,975.00,0.00,35296.02,35767.46,-8.44,1479.38,1005.95,-131.10,-330.94
2/1/2015 00:00:00,27,35171.00,32180.00,2527.00,887.00,0.00,35211.91,35826.59,-6.74,1479.38,1018.35,-206.40,-400.46
2/1/2015 00:00:00,28,35191.00,32274.00,2391.00,798.00,0.00,35276.46,35854.56,-6.48,1479.28,1015.55,-162.70,-406.56
2/1/2015 00:00:00,29,35502.00,32686.00,2391.00,668.00,0.00,35681.47,36264.91,-2.64,1479.58,1021.15,-173.60,-406.64
2/1/2015 00:00:00,30,35934.00,33047.00,2146.00,538.00,0.00,36051.89,36693.39,-7.50,1479.38,1023.15,-226.60,-406.42
2/1/2015 00:00:00,31,36579.00,33627.00,2146.00,362.00,0.00,36722.07,37366.53,-10.46,1479.38,1013.95,-226.50,-406.20
2/1/2015 00:00:00,32,37758.00,34739.00,1910.00,187.00,0.00,37915.60,38573.72,-14.74,1479.28,1008.75,-226.50,-415.00
2/1/2015 00:00:00,33,40163.00,36875.00,1910.00,96.00,0.00,40480.36,41093.39,-14.58,1479.58,1028.74,-170.30,-424.72
2/1/2015 00:00:00,34,43712.00,40166.00,1742.00,5.00,11.00,44004.32,44560.60,-1.14,1479.38,1036.72,-151.20,-401.70
2/1/2015 00:00:00,35,44825.00,41296.00,1742.00,0.00,372.00,45055.20,45668.47,-0.20,1479.58,995.92,-192.10,-418.60
2/1/2015 00:00:00,36,44297.00,40878.00,1643.00,0.00,382.00,44508.78,45194.20,-14.92,1479.48,979.51,-249.70,-418.42
2/1/2015 00:00:00,37,43939.00,40608.00,1643.00,0.00,69.00,44135.63,44813.61,-8.84,1479.48,1022.71,-249.70,-418.48
2/1/2015 00:00:00,38,43297.00,40046.00,1668.00,0.00,0.00,43434.79,44114.73,-10.94,1479.48,987.51,-249.70,-418.46
2/1/2015 00:00:00,39,41988.00,38890.00,1668.00,0.00,0.00,42087.37,42730.10,-8.46,1161.15,1004.72,-215.30,-418.26
2/1/2015 00:00:00,40,40588.00,37584.00,1672.00,0.00,0.00,40617.48,41289.41,-8.40,1161.74,1002.33,-243.60,-418.64
2/1/2015 00:00:00,41,39141.00,36201.00,1672.00,0.00,0.00,39187.99,39860.57,-8.48,1279.05,1009.12,-242.50,-418.64
2/1/2015 00:00:00,42,37655.00,34864.00,1682.00,0.00,0.00,37813.62,38403.21,-2.32,1278.95,1000.32,-167.30,-418.54
2/1/2015 00:00:00,43,36307.00,33655.00,1682.00,0.00,0.00,36444.27,37051.26,-9.84,657.81,976.32,-177.70,-418.44
2/1/2015 00:00:00,44,34553.00,32016.00,1713.00,0.00,0.00,34630.01,35248.38,-6.54,658.80,973.52,-186.50,-418.28
2/1/2015 00:00:00,45,32981.00,30596.00,1713.00,0.00,0.00,33140.83,33724.54,-6.54,177.69,1003.92,-157.80,-418.52
2/1/2015 00:00:00,46,31599.00,29220.00,1745.00,0.00,0.00,31738.38,32273.52,-12.52,179.77,986.32,-141.00,-381.70
2/1/2015 00:00:00,47,29919.00,27571.00,1745.00,0.00,0.00,29999.63,30431.55,-17.34,871.97,966.71,-158.20,-256.90
2/1/2015 00:00:00,48,28639.00,26332.00,1760.00,0.00,0.00,28845.94,29338.89,-102.90,871.48,981.92,-154.20,-235.78
3/1/2015 00:00:00,1,28196.00,25982.00,1775.00,0.00,0.00,28428.94,29127.70,-395.02,1093.95,827.11,-117.20,-187.70
3/1/2015 00:00:00,2,28190.00,26021.00,1747.00,0.00,0.00,28427.91,29108.17,-465.26,1093.45,859.51,-92.10,-122.72
3/1/2015 00:00:00,3,27852.00,25792.00,1747.00,0.00,0.00,28033.55,29515.59,-1267.04,1334.10,854.71,-92.10,-122.78
3/1/2015 00:00:00,4,27072.00,25099.00,1698.00,0.00,0.00,27157.34,29146.00,-1707.86,1333.41,885.52,-92.10,-122.76
3/1/2015 00:00:00,5,26268.00,24354.00,1698.00,0.00,0.00,26386.80,28524.35,-1974.56,1333.21,851.50,-92.10,-71.98
3/1/2015 00:00:00,6,25963.00,23988.00,1620.00,0.00,0.00,26084.41,28043.01,-1810.60,1333.61,815.50,-92.10,-55.88
3/1/2015 00:00:00,7,25351.00,23373.00,1620.00,0.00,0.00,25444.26,27679.74,-2095.28,1297.73,622.31,-145.50,-55.98
3/1/2015 00:00:00,8,24702.00,22698.00,1461.00,0.00,0.00,24842.99,27234.68,-2175.02,1297.83,635.10,-217.30,18.43
3/1/2015 00:00:00,9,24315.00,22298.00,1461.00,0.00,0.00,24336.08,26919.81,-2204.64,1297.83,620.70,-215.50,94.29
3/1/2015 00:00:00,10,24112.00,22088.00,1323.00,0.00,0.00,24145.79,26729.74,-2389.84,1297.73,588.32,-194.20,134.97
3/1/2015 00:00:00,11,24264.00,22174.00,1323.00,0.00,0.00,24410.15,26947.16,-2243.34,1303.76,739.11,-185.40,143.10
3/1/2015 00:00:00,12,24782.00,22583.00,1119.00,0.00,0.00,24982.71,27229.92,-1891.26,1304.16,738.30,-141.50,143.04
3/1/2015 00:00:00,13,25988.00,23670.00,1119.00,0.00,0.00,26199.60,27655.14,-1302.02,1333.21,756.69,-26.20,85.61
3/1/2015 00:00:00,14,27024.00,24664.00,1048.00,0.00,0.00,27206.93,27597.97,-309.12,1333.81,721.49,-16.20,10.77
3/1/2015 00:00:00,15,28264.00,25728.00,1048.00,0.00,0.00,28486.32,28517.64,-16.32,1479.48,981.49,-16.10,10.72
3/1/2015 00:00:00,16,29425.00,26802.00,973.00,0.00,0.00,29647.83,29677.37,-14.54,1479.28,1001.89,-16.20,10.73
3/1/2015 00:00:00,17,31184.00,28416.00,973.00,3.00,0.00,31399.30,31519.57,-14.60,1479.38,1023.90,-55.10,-49.40
3/1/2015 00:00:00,18,33087.00,30166.00,847.00,5.00,0.00,33356.62,33496.39,-13.04,1479.38,1006.32,-51.60,-74.88
3/1/2015 00:00:00,19,35155.00,32074.00,847.00,28.00,0.00,35360.99,35562.36,-3.38,1479.28,1013.91,-45.70,-147.78
3/1/2015 00:00:00,20,36710.00,33517.00,776.00,51.00,0.00,36799.87,37141.34,-6.68,1479.38,1027.53,-102.20,-231.68
3/1/2015 00:00:00,21,37936.00,34631.00,776.00,106.00,0.00,38025.81,38404.88,-7.98,1479.38,1027.13,-124.20,-246.12
3/1/2015 00:00:00,22,38576.00,35203.00,798.00,161.00,0.00,38675.94,38953.91,-8.48,1479.28,988.33,-73.90,-194.98
3/1/2015 00:00:00,23,39073.00,35650.00,798.00,189.00,0.00,39175.41,39553.73,-8.88,1479.38,1017.14,-118.70,-248.86
3/1/2015 00:00:00,24,39422.00,35950.00,862.00,218.00,0.00,39495.24,39914.11,-8.72,1479.18,1009.53,-122.20,-284.54
3/1/2015 00:00:00,25,39667.00,36216.00,862.00,248.00,0.00,39759.90,40263.44,-10.78,1479.18,978.34,-136.10,-355.32
3/1/2015 00:00:00,26,39449.00,36016.00,840.00,277.00,0.00,39547.47,40143.51,-11.02,1479.09,962.74,-186.50,-397.52
3/1/2015 00:00:00,27,39166.00,35782.00,840.00,292.00,0.00,39277.05,39915.89,-11.42,1479.38,998.34,-164.30,-460.72
3/1/2015 00:00:00,28,38856.00,35530.00,796.00,306.00,0.00,38998.28,39621.42,-11.24,1479.09,980.34,-154.50,-456.04
3/1/2015 00:00:00,29,38514.00,35267.00,796.00,274.00,0.00,38686.83,39322.80,-8.66,1479.38,988.33,-154.40,-471.28
3/1/2015 00:00:00,30,38219.00,34975.00,713.00,243.00,0.00,38415.28,39069.18,-6.78,1479.09,956.33,-155.60,-490.16
3/1/2015 00:00:00,31,38352.00,35002.00,713.00,168.00,0.00,38553.77,39229.14,-6.94,1479.48,979.93,-176.40,-489.96
3/1/2015 00:00:00,32,39011.00,35550.00,694.00,92.00,0.00,39171.15,39881.82,-11.22,1479.38,964.73,-207.40,-490.04
3/1/2015 00:00:00,33,40927.00,37147.00,694.00,48.00,0.00,40869.32,41518.13,-13.30,1479.58,969.92,-185.50,-448.46
3/1/2015 00:00:00,34,43438.00,39444.00,769.00,4.00,0.00,43199.76,43880.86,-11.14,1479.18,983.52,-220.60,-448.26
3/1/2015 00:00:00,35,44790.00,40731.00,769.00,0.00,0.00,44676.53,45356.76,-6.68,1479.48,1026.32,-224.40,-448.52
3/1/2015 00:00:00,36,44984.00,40980.00,735.00,0.00,0.00,44939.30,45607.42,-10.42,1479.28,1023.52,-208.30,-448.60
3/1/2015 00:00:00,37,44454.00,40560.00,735.00,0.00,0.00,44340.04,45050.58,-10.54,1479.38,991.11,-250.70,-448.22
3/1/2015 00:00:00,38,43336.00,39499.00,677.00,0.00,0.00,43185.77,43896.59,-10.82,1479.28,1009.92,-250.70,-448.64
3/1/2015 00:00:00,39,42302.00,38571.00,677.00,0.00,0.00,42225.33,42932.17,-6.84,1479.38,1037.93,-250.70,-448.52
3/1/2015 00:00:00,40,40823.00,37243.00,634.00,0.00,0.00,40723.46,41433.66,-10.20,1479.28,986.72,-250.70,-448.42
3/1/2015 00:00:00,41,39628.00,36058.00,634.00,0.00,0.00,39608.01,40283.78,-8.86,1479.28,1023.12,-226.90,-439.36
3/1/2015 00:00:00,42,38386.00,34996.00,592.00,0.00,0.00,38420.08,39046.76,-11.60,1479.38,1030.32,-224.60,-391.46
3/1/2015 00:00:00,43,37017.00,33725.00,592.00,0.00,0.00,37093.94,37729.33,-9.48,1479.18,1011.92,-236.50,-388.66
3/1/2015 00:00:00,44,35586.00,32429.00,532.00,0.00,0.00,35659.15,36294.26,-7.14,1479.28,1014.73,-195.50,-428.40
3/1/2015 00:00:00,45,34264.00,31209.00,532.00,0.00,0.00,34275.18,34883.49,-5.30,1479.18,1002.32,-216.40,-385.70
3/1/2015 00:00:00,46,33137.00,30052.00,476.00,0.00,0.00,33199.58,33775.35,-7.18,1479.38,1007.52,-246.80,-323.52
3/1/2015 00:00:00,47,31529.00,28569.00,476.00,0.00,0.00,31644.34,32070.36,-7.84,1382.43,905.13,-177.20,-239.38
3/1/2015 00:00:00,48,30487.00,27572.00,444.00,0.00,0.00,30599.48,31035.65,-7.68,1382.83,915.12,-170.40,-258.60
4/1/2015 00:00:00,1,30185.00,27336.00,523.00,0.00,0.00,30320.01,30842.33,-8.02,1378.18,888.72,-214.30,-299.84
4/1/2015 00:00:00,2,30230.00,27503.00,479.00,0.00,0.00,30387.57,30783.39,-17.74,1382.63,905.52,-156.20,-222.24
4/1/2015 00:00:00,3,29719.00,27145.00,479.00,0.00,0.00,29871.09,31072.03,-764.94,1382.63,923.11,-193.50,-242.04
4/1/2015 00:00:00,4,28812.00,26348.00,461.00,0.00,0.00,28933.75,30238.83,-869.08,1382.63,923.92,-193.50,-242.08
4/1/2015 00:00:00,5,28045.00,25655.00,461.00,0.00,0.00,28228.72,29667.81,-998.42,1382.73,934.30,-193.50,-242.00
4/1/2015 00:00:00,6,27911.00,25492.00,457.00,0.00,0.00,28057.39,29482.50,-949.04,1382.73,916.29,-193.50,-242.00
4/1/2015 00:00:00,7,27249.00,24841.00,457.00,0.00,0.00,27383.06,29121.12,-1283.52,1382.63,928.70,-193.50,-242.02
4/1/2015 00:00:00,8,26615.00,24180.00,455.00,0.00,0.00,26745.17,28578.03,-1396.86,1382.63,923.89,-193.50,-241.96
4/1/2015 00:00:00,9,26260.00,23812.00,455.00,0.00,0.00,26409.17,28173.59,-1328.42,1382.73,887.09,-193.50,-241.96
4/1/2015 00:00:00,10,25978.00,23556.00,454.00,0.00,0.00,26154.24,27977.98,-1387.74,1382.53,888.29,-193.50,-242.08
4/1/2015 00:00:00,11,25963.00,23544.00,454.00,0.00,0.00,26068.14,27877.95,-1382.82,1382.92,914.28,-193.50,-242.00
4/1/2015 00:00:00,12,26102.00,23644.00,462.00,0.00,0.00,26261.36,27907.77,-1383.82,1382.63,890.28,-172.30,-235.62
4/1/2015 00:00:00,13,26758.00,24277.00,462.00,0.00,0.00,26930.78,28477.48,-1372.48,1382.63,907.07,-48.60,-127.32
4/1/2015 00:00:00,14,27242.00,24740.00,477.00,0.00,0.00,27424.36,28896.42,-1362.06,1382.83,920.66,-18.00,-91.74
4/1/2015 00:00:00,15,27971.00,25411.00,477.00,0.00,0.00,28126.55,29505.09,-1268.54,1382.63,904.67,-18.00,-91.68
4/1/2015 00:00:00,16,28395.00,25860.00,506.00,11.00,0.00,28563.55,29564.42,-889.70,1382.53,891.46,-19.30,-91.38
4/1/2015 00:00:00,17,29608.00,26951.00,506.00,21.00,0.00,29791.49,30225.52,-157.36,1479.28,1016.26,-82.10,-191.94
4/1/2015 00:00:00,18,31298.00,28568.00,545.00,32.00,0.00,31501.99,31959.47,-156.48,1479.28,1009.06,-92.10,-208.20
4/1/2015 00:00:00,19,33285.00,30431.00,545.00,135.00,0.00,33541.22,33853.18,-10.96,1479.18,1010.68,-92.10,-208.30
4/1/2015 00:00:00,20,34897.00,31917.00,584.00,239.00,0.00,35214.56,35524.66,-8.60,1479.18,993.09,-92.10,-208.28
4/1/2015 00:00:00,21,36534.00,33370.00,584.00,391.00,0.00,36788.33,37103.11,-10.74,1478.99,988.28,-92.10,-211.44
4/1/2015 00:00:00,22,37500.00,34304.00,649.00,544.00,0.00,37758.79,38203.31,-10.72,1479.48,979.48,-123.70,-308.20
4/1/2015 00:00:00,23,38317.00,35040.00,649.00,628.00,0.00,38590.46,39130.72,-8.42,1479.18,984.28,-155.40,-375.86
4/1/2015 00:00:00,24,38933.00,35619.00,762.00,711.00,0.00,39259.94,39735.52,-2.72,1479.18,991.88,-129.60,-338.74
4/1/2015 00:00:00,25,39478.00,36167.00,762.00,702.00,0.00,39861.36,40390.15,-2.76,1479.18,983.48,-149.40,-375.72
4/1/2015 00:00:00,26,39628.00,36319.00,807.00,693.00,0.00,40014.94,40540.81,-6.06,1479.18,990.29,-143.70,-375.66
4/1/2015 00:00:00,27,39528.00,36236.00,807.00,629.00,0.00,39944.59,40477.21,-5.84,1479.09,992.29,-150.40,-375.66
4/1/2015 00:00:00,28,39383.00,36110.00,805.00,565.00,0.00,39790.92,40306.20,-4.96,1479.18,984.29,-164.60,-345.40
4/1/2015 00:00:00,29,39560.00,36259.00,805.00,424.00,0.00,39955.52,40513.39,-0.88,1479.28,1025.89,-165.50,-387.98
4/1/2015 00:00:00,30,39665.00,36318.00,820.00,284.00,0.00,40034.09,40603.61,-2.96,1479.18,1020.29,-165.40,-397.84
4/1/2015 00:00:00,31,40270.00,36796.00,820.00,193.00,0.00,40580.22,41049.19,-5.94,1479.09,1017.49,-153.00,-306.80
4/1/2015 00:00:00,32,41219.00,37676.00,810.00,101.00,0.00,41510.64,41997.50,-13.30,1479.28,990.68,-152.70,-319.14
4/1/2015 00:00:00,33,43295.00,39471.00,810.00,54.00,2.00,43510.49,44060.74,-10.58,1479.18,1008.29,-159.40,-375.60
4/1/2015 00:00:00,34,45539.00,41570.00,840.00,7.00,222.00,45747.17,46209.76,-13.66,1479.09,1005.07,-128.40,-320.52
4/1/2015 00:00:00,35,46153.00,42170.00,840.00,0.00,224.00,46366.17,46920.56,-11.16,1479.18,996.28,-166.60,-373.14
4/1/2015 00:00:00,36,46043.00,42079.00,884.00,0.00,155.00,46283.82,46909.24,-14.34,1479.09,995.48,-177.40,-432.42
4/1/2015 00:00:00,37,45410.00,41611.00,884.00,0.00,0.00,45583.62,46243.12,-10.64,1479.28,1016.27,-215.60,-432.34
4/1/2015 00:00:00,38,44350.00,40633.00,864.00,0.00,0.00,44482.05,45121.99,-13.00,1479.18,1009.48,-195.30,-432.56
4/1/2015 00:00:00,39,43383.00,39748.00,864.00,0.00,0.00,43552.41,44195.23,-5.30,1479.18,1027.87,-200.50,-432.46
4/1/2015 00:00:00,40,42254.00,38715.00,872.00,0.00,0.00,42300.08,42916.97,-5.44,1479.09,991.87,-177.90,-432.40
4/1/2015 00:00:00,41,40956.00,37508.00,872.00,0.00,0.00,41078.84,41740.66,-9.82,1479.18,1006.65,-218.80,-432.42
4/1/2015 00:00:00,42,39476.00,36231.00,895.00,0.00,0.00,39565.48,40218.29,-7.28,1479.18,1033.06,-209.00,-432.48
4/1/2015 00:00:00,43,37879.00,34835.00,895.00,0.00,0.00,37962.20,38589.79,-7.42,1479.18,1015.47,-203.60,-416.12
4/1/2015 00:00:00,44,35883.00,32998.00,924.00,0.00,0.00,35981.64,36604.34,-9.06,1479.38,1005.06,-195.30,-417.74
4/1/2015 00:00:00,45,34247.00,31476.00,924.00,0.00,0.00,34301.39,34835.44,-8.92,1479.18,978.27,-143.40,-380.24
4/1/2015 00:00:00,46,32436.00,29657.00,946.00,0.00,0.00,32578.42,33089.82,-8.12,1479.18,1009.06,-195.40,-307.70
4/1/2015 00:00:00,47,30303.00,27691.00,946.00,0.00,0.00,30442.39,31172.12,-430.06,1405.16,940.66,-123.90,-175.60
4/1/2015 00:00:00,48,29020.00,26471.00,976.00,0.00,0.00,29178.50,30216.43,-884.50,1405.46,938.66,-107.20,-112.14
5/1/2015 00:00:00,1,28845.00,26352.00,934.00,0.00,0.00,29023.15,30057.79,-1078.46,1405.26,935.07,-49.90,0.69
5/1/2015 00:00:00,2,29062.00,26600.00,941.00,0.00,0.00,29249.98,30099.13,-841.00,1405.36,947.06,-48.90,16.72
