n, x0, x1, x2, x3, x4, x5, xa,y, c, rx0, rx1, rx2, rx3, rx4, rx5, truey at xrecc, taq, tev, trc, realtime
0,0.289818429993,-0.231215560825,0.834384026938,0.552734021644,-0.865432299738,-0.388794176577,0.602066940262,0.292439439779,386.029209654,-0.3274908862055055,-0.5290158918626371,0.443514266934562,-0.9168174899583821,0.4187627490078232,-0.6088898797196463,-0.132559910389,0.006946000000000119,0.0024329999999999075,9.099999999984121e-05,03:27:06  24-02-17
1,-0.327490886206,-0.529015891863,0.443514266935,-0.916817489958,0.418762749008,-0.60888987972,0.526809441346,0.126943898595,496.167632063,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.0056449999999999,0.001883000000000301,8.799999999986596e-05,03:27:06  24-02-17
2,0.560159438977,-0.463501633094,0.884719420618,-0.302945916437,0.35601875856,0.140235652445,0.451544993496,0.0800092769319,625.348862188,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.004205999999999932,0.0020210000000000505,0.00010099999999990672,03:27:06  24-02-17
3,0.617680254527,-0.149776000548,-0.465428333159,0.655565127414,0.99524767762,0.824594672308,0.602066940262,0.300435169677,386.029209654,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.004369999999999763,0.0019409999999999705,8.300000000005525e-05,03:27:06  24-02-17
4,0.786825555239,-0.919346173127,-0.246105059653,-0.828369719394,0.788714073738,0.512707513285,0.526809441346,0.252407360478,496.167632063,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.004153000000000073,0.0018720000000000958,8.700000000017027e-05,03:27:06  24-02-17
5,0.211658916913,-0.384589263516,-0.094340318289,0.784894970972,-0.153145989133,-0.294673895777,0.451544993496,0.202854774306,625.348862188,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.0040999999999997705,0.001843000000000039,7.100000000015427e-05,03:27:06  24-02-17
6,0.617557217382,-0.249152522322,-0.0492874237437,-0.589748613338,0.975380443232,0.507877153534,0.602066940262,0.290656525276,386.029209654,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.003426999999999847,0.0015480000000001048,7.00000000000145e-05,03:27:06  24-02-17
7,-0.709946501033,0.58101058979,-0.944959324318,0.67748020091,-0.845983161609,0.308357846192,0.526809441346,0.258525674292,496.167632063,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.003357999999999528,0.0017080000000002649,8.800000000031005e-05,03:27:06  24-02-17
8,0.948102674502,0.310271135749,-0.500165221085,0.880707539909,0.386500660589,0.850218132616,0.451544993496,0.223265971738,625.348862188,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.003964999999999996,0.0018769999999999065,8.900000000000574e-05,03:27:06  24-02-17
9,-0.38663617638,0.837698223397,0.952954219598,0.482472651308,0.0303151869405,0.894788520817,0.602066940262,0.257178617335,386.029209654,0.5601594389772493,-0.4635016330942976,0.8847194206175137,-0.30294591643697677,0.35601875855983045,0.1402356524448405,-0.0591365819135,0.004286000000000012,0.0019980000000003884,8.799999999986596e-05,03:27:06  24-02-17
