n, x0, x1, x2, x3, x4, x5, xa,y, c, rx0, rx1, rx2, rx3, rx4, rx5, truey at xrecc, taq, tev, trc, realtime
22,-0.320987654321,-0.0493827160494,0.148148148148,0.79012345679,0.37037037037,0.222222222222,0.00617284348866,-0.0370043545642,1779.32326059,0.22222222222222232,-0.09876543209876543,0.2716049382716048,-0.691358024691358,0.8395061728395063,-0.024691358024691357,-0.0647311630537,3284.584503,0.011719000000084634,14.64449599999898,02:47:05  19-05-17
23,-0.395061728395,0.518518518519,0.148148148148,0.666666666667,0.518518518519,-0.0493827160494,0.0185185094131,-0.0913865945198,1738.35393949,0.22222222222222232,-0.09876543209876543,0.2716049382716048,-0.691358024691358,0.8395061728395063,-0.024691358024691357,-0.0647311630537,2424.8890610000017,0.018414000000120723,16.70172999999886,02:47:05  19-05-17
24,0.222222222222,-0.222222222222,0.691358024691,-0.271604938272,0.518518518519,-0.444444444444,0.00617284348866,-0.0721376100807,1779.32326059,-0.5511354976375553,-0.02916222120611689,-0.17710714830056384,-0.48051618147640085,0.5150637606055986,0.45887313925722695,-0.38324876761,2635.8942690000003,0.02968200000032084,22.209177000000636,02:47:05  19-05-17
25,-0.37037037037,0.444444444444,0.0,0.222222222222,-0.444444444444,0.740740740741,0.0185185094131,-0.280674079562,1738.35393949,-0.37037037037037035,0.4444444444444442,0.0,0.22222222222222232,-0.4444444444444444,0.7407407407407405,-0.288452313988,2551.3309979999976,0.007062000000587432,15.248727000001963,02:47:05  19-05-17
26,0.518518518519,0.172839506173,0.0,-0.0740740740741,0.222222222222,0.0740740740741,0.00617284348866,-0.0927633067015,1779.32326059,0.5185185185185182,0.17283950617283983,0.0,-0.07407407407407407,0.22222222222222232,0.07407407407407396,-0.0945373003041,2730.0540509999955,0.003833999999187654,16.943826000002446,02:47:05  19-05-17
27,-0.814814814815,0.0,0.567901234568,-0.0987654320988,0.641975308642,0.0246913580247,0.00617284348866,-0.15645418031,1779.32326059,-0.37037037037037035,0.4444444444444442,0.0,0.22222222222222232,-0.4444444444444444,0.7407407407407405,-0.288452313988,2701.568493999999,0.010895999999775086,17.691177000000607,02:47:05  19-05-17
28,-0.888888888889,-0.222222222222,-0.740740740741,0.0740740740741,-0.148148148148,-0.716049382716,0.00617284348866,-0.142701834976,1779.32326059,-0.8148148148148148,0.0,0.5679012345679011,-0.09876543209876543,0.641975308641975,0.024691358024691468,-0.160375855263,2977.144303000001,0.002647999997861916,24.19761600000129,02:47:05  19-05-17
29,0.222222222222,0.888888888889,0.888888888889,-0.666666666667,0.666666666667,-0.666666666667,0.0555556008913,-0.181696898373,1618.51837465,-0.37037037037037035,0.4444444444444442,0.0,0.22222222222222232,-0.4444444444444444,0.7407407407407405,-0.288452313988,2533.586296000005,0.00384699999995064,16.829366999998456,02:47:05  19-05-17
30,-0.567901234568,-0.0246913580247,-0.666666666667,0.691358024691,0.444444444444,-0.0740740740741,0.00617284348866,-0.0219168077762,1779.32326059,0.22222222222222232,0.8888888888888888,0.8888888888888888,-0.6666666666666666,0.6666666666666665,-0.6666666666666666,-0.215361152156,3037.2116239999996,0.005371999999624677,15.940769000000728,02:47:05  19-05-17
31,0.246913580247,-0.641975308642,-0.0246913580247,-0.246913580247,0.0987654320988,0.0,0.00617284348866,-0.541442054296,1779.32326059,0.2469135802469138,-0.6419753086419753,-0.02458974749784082,-0.24691358024691357,0.09876543209876543,-0.0001016105268505374,-0.538628602791,2322.9065809999884,0.009714000007079449,16.317226000006485,02:47:05  19-05-17
32,0.197530864198,0.246913580247,-0.320987654321,0.0493827160494,0.148148148148,-0.888888888889,0.00617284348866,-0.92190876198,1779.32326059,0.2469135802469138,-0.6419753086419753,-0.024691358024691357,-0.24691358024691357,0.09876543209876543,0.0,-0.538704049575,2478.812321999998,0.009314999995694961,18.596376000001328,02:47:05  19-05-17
33,0.0,-0.444444444444,0.222222222222,0.222222222222,0.296296296296,0.617283950617,0.00617284348866,-0.147174574722,1779.32326059,0.2469135802469138,-0.6419753086419753,-0.024691358024691357,-0.24691358024691357,0.09876543209876543,0.0,-0.538704049575,2131.202265,0.013162000002921559,22.69844000000012,02:47:05  19-05-17
34,-0.716049382716,-0.864197530864,-0.0740740740741,0.666666666667,-0.567901234568,0.0082304526749,0.00617284348866,-0.13893726047,1779.32326059,0.19753086419753085,0.3333841385967584,-0.33338413859675864,0.04938271604938249,0.14814814814814836,-0.8888888888888888,-1.09534165995,3040.7669689999966,0.018939000001410022,21.866264000003866,02:47:05  19-05-17
35,0.444444444444,0.567901234568,-0.740740740741,-0.444444444444,-0.691358024691,0.567901234568,0.00617284348866,-0.192828529077,1779.32326059,0.2469135802469138,-0.6419753086419753,-0.024691358024691357,-0.24691358024691357,0.09876543209876543,0.0,-0.538704049575,3528.8381359999985,0.14221099999849685,15.613635000001523,02:47:05  19-05-17
36,0.0740740740741,-0.740740740741,0.740740740741,-0.37037037037,-0.888888888889,-0.814814814815,0.0185185094131,-0.0390390187022,1738.35393949,0.19753086419753085,0.3333841385967584,-0.32098765432098764,0.04938271604938249,0.14814814814814836,-0.8888888888888888,-1.09574596306,2465.5500489999977,0.01028299999597948,23.352073000001837,02:47:05  19-05-17
37,0.222222222222,-0.641975308642,0.518518518519,-0.962962962963,-0.592592592593,0.518518518519,0.0185185094131,-0.814319174488,1738.35393949,0.1975647343731477,0.2469135802469138,-0.3333502684211418,0.04938271604938249,0.14811427797253152,-0.8888888888888888,-0.931472740267,2359.036229000005,0.01653499999520136,19.791134999999485,02:47:05  19-05-17
38,0.0,-0.345679012346,-0.148148148148,0.716049382716,-0.271604938272,-0.814814814815,0.00617284348866,-0.100686871766,1779.32326059,0.19753086419753085,0.2469135802469138,-0.33338413859675864,0.04938271604938249,0.14814814814814836,-0.8888888888888888,-0.931572690283,4534.760971000011,0.05147699999361066,24.82536099999561,02:47:05  19-05-17
39,0.0,-0.148148148148,-0.814814814815,-0.296296296296,-0.740740740741,0.666666666667,0.00617284348866,-0.738495802147,1779.32326059,0.0,-0.33338413859675864,-0.8148148148148148,-0.33338413859675864,-0.7407407407407407,0.6674795508814713,-0.888136058693,1856.727276000005,0.008820000002742745,26.462180999995326,02:47:05  19-05-17
40,0.814814814815,-0.444444444444,0.0,-0.37037037037,0.666666666667,-0.592592592593,0.0185185094131,0.00685968317763,1738.35393949,0.0,-0.33338413859675864,-0.8149164253416654,-0.33338413859675864,-0.7407407407407407,0.6673779403546205,-0.88821714613,1871.157948,0.0076150000022607855,28.5021179999967,02:47:05  19-05-17
41,0.814814814815,0.666666666667,-0.444444444444,0.666666666667,-0.518518518519,0.0,0.00617284348866,-0.00360119094621,1779.32326059,0.22222222222222232,-0.6419753086419753,0.5185185185185182,-0.9629629629629629,-0.5925925925925926,0.5185185185185182,-0.833304713258,1831.3523720000012,0.006280999994487502,26.94943400000193,02:47:05  19-05-17
42,-0.148148148148,0.888888888889,0.444444444444,0.0740740740741,-0.592592592593,-0.518518518519,0.0185185094131,-1.71024499027,1738.35393949,-0.14814814814814814,0.8888888888888888,0.3332825280699081,0.07407407407407396,-0.5926942031194431,-0.5185185185185185,-1.73481623858,1723.7566010000082,0.009577999997418374,28.49012799999764,02:47:05  19-05-17
43,-0.37037037037,-0.222222222222,0.469135802469,-0.814814814815,-0.37037037037,-0.444444444444,0.0185185094131,-0.498039933477,1738.35393949,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07407407407407396,-0.5925925925925926,-0.5185185185185185,-1.7339214212,1731.9563089999938,0.005784000008134171,23.116369000003033,02:47:05  19-05-17
44,-0.222222222222,0.740740740741,-0.222222222222,-0.888888888889,-0.592592592593,0.37037037037,0.0185185094131,-0.243175938994,1738.35393949,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07407407407407396,-0.5925925925925926,-0.5185185185185185,-1.7339214212,1922.0388869999879,0.007410000005620532,23.297776000006706,02:47:05  19-05-17
45,0.0740740740741,0.740740740741,0.740740740741,0.666666666667,-0.666666666667,0.148148148148,0.00617284348866,-0.0376484632389,1779.32326059,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07407407407407396,-0.5928974241731443,-0.7779301935680536,-2.82449258987,6036.831323999984,0.007647000005817972,28.301530000011553,02:47:05  19-05-17
46,-0.296296296296,0.518518518519,-0.814814814815,-0.740740740741,0.666666666667,-0.444444444444,0.0185185094131,-0.148033788152,1738.35393949,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07397246354722342,-0.5925925925925926,-0.5185185185185185,-1.73386355524,2783.527759999997,0.014194000003044493,18.893488999994588,02:47:05  19-05-17
47,0.592592592593,0.37037037037,0.320987654321,-0.740740740741,-0.592592592593,-0.740740740741,0.00617284348866,-0.04190708961,1779.32326059,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07407407407407396,-0.5925925925925926,-0.5185185185185185,-1.7339214212,1952.2796720000042,0.013809999989462085,21.932388000001083,02:47:05  19-05-17
48,0.592592592593,-0.592592592593,-0.938271604938,0.296296296296,-0.740740740741,0.296296296296,0.0185185094131,-0.142120329395,1738.35393949,-0.14814814814814814,0.8888888888888888,0.4444444444444442,0.07407407407407396,-0.5925925925925926,-0.5185185185185185,-1.7339214212,2083.1795610000117,0.00994899999932386,17.966889999996056,02:47:05  19-05-17
49,-0.37037037037,0.395061728395,0.148148148148,0.0740740740741,-0.296296296296,-0.37037037037,0.0185185094131,-0.915987429021,1738.35393949,-0.14814814814814814,0.8889904994157394,0.4444444444444442,0.07407407407407396,-0.5927958136462936,-0.5186201290453691,-1.73430470603,1994.492321999991,0.007492999997339211,25.266683000008925,02:47:05  19-05-17
50,-0.592592592593,-0.814814814815,-0.444444444444,-0.814814814815,0.222222222222,0.740740740741,0.00617284348866,-0.410297245503,1779.32326059,-0.14814814814814814,0.8890921099425901,0.4444444444444442,0.07407407407407396,-0.5931006452268455,-0.5556063608189807,-1.91063223084,2762.8021480000025,0.01738800000748597,19.86235699999088,02:47:05  19-05-17
51,-0.444444444444,0.444444444444,0.0740740740741,-0.41975308642,-0.444444444444,-0.246913580247,0.0555556008913,-0.705855726438,1618.51837465,-0.1536351165980795,0.998628257887517,0.4444444444444442,0.08779149519890272,-0.6090534979423867,-0.8916323731138546,-2.81647848726,3248.6795989999955,0.013038000004598871,18.08746500000416,02:47:05  19-05-17
52,-0.740740740741,0.814814814815,-0.592592592593,0.666666666667,-0.567901234568,-0.666666666667,0.0185185094131,-0.344362905256,1738.35393949,-0.14814814814814814,0.998628257887517,0.4444444444444442,0.07956104252400542,-0.7242798353909465,-0.8257887517146776,-2.72317038564,3887.254124999992,0.012505999999120831,19.59143600000243,02:47:05  19-05-17
53,-0.444444444444,0.740740740741,-0.0740740740741,-0.148148148148,0.0,-0.962962962963,0.00617284348866,-1.9112624564,1779.32326059,-0.1764974851394605,0.9995427526291722,0.4444444444444442,0.04572473708276159,-0.5761316872427984,-0.9995427526291724,-2.73239889495,3018.2126720000088,0.01814800000283867,18.454747999989195,02:47:05  19-05-17
54,-0.740740740741,0.740740740741,0.740740740741,0.0,-0.888888888889,-0.888888888889,0.0185185094131,-0.840791406113,1738.35393949,-0.15180612711476915,0.9995427526291722,0.08504801097393666,-0.022862368541380906,-0.2377686328303612,-0.9995427526291724,-2.56671491897,3597.16317900001,0.020144999987678602,19.686925999994855,02:47:05  19-05-17
55,-0.518518518519,-0.666666666667,0.296296296296,-0.444444444444,-0.740740740741,0.888888888889,0.0185185094131,-1.2275417437,1738.35393949,-0.15820759030635567,0.9995427526291722,0.08962048468221306,-0.018289894833104725,-0.25971650663008683,-0.9995427526291724,-2.58339512824,2287.4321040000214,0.01636999999755062,29.61444799999299,02:47:05  19-05-17
56,-0.888888888889,0.740740740741,0.296296296296,0.0,0.691358024691,-0.740740740741,0.0185185094131,-0.332214864033,1738.35393949,-0.15089163237311387,0.9995427526291722,0.02926383173296765,-0.051211705532693164,-0.24051211705532693,-0.9995427526291724,-2.49748697773,3911.153522000008,0.014612999992095865,22.569802999991225,02:47:05  19-05-17
57,0.296296296296,0.888888888889,-0.222222222222,-0.345679012346,0.0,-0.740740740741,0.0185185094131,-0.528163868112,1738.35393949,-0.25880201188843166,0.9995427526291722,0.19387288523090995,0.02926383173296765,-0.3337905807041609,-0.9995427526291724,-2.64099328145,3093.9380110000056,0.02289500000188127,20.94955299999856,02:47:05  19-05-17
58,-0.148148148148,0.592592592593,-0.37037037037,0.0740740740741,-0.666666666667,-0.888888888889,0.0185185094131,-2.87936528917,1738.35393949,-0.17009602194787377,0.8523090992226794,-0.32738911751257427,0.03840877914951979,-0.7946959304983996,-0.9995427526291724,-2.95214165952,3527.261400000003,0.023656999997911043,27.51550799999677,02:47:05  19-05-17
59,-0.148148148148,0.444444444444,-0.888888888889,-0.666666666667,-0.37037037037,-0.888888888889,0.0185185094131,-0.493428191851,1738.35393949,-0.14814814814814814,0.5925925925925926,-0.37037037037037035,0.07407407407407396,-0.6666666666666666,-0.8888888888888888,-2.90389375003,3412.8887720000057,0.017416000002413057,28.338606999997864,02:47:05  19-05-17
