n, x0, x1, x2, x3, x4, x5, xa,y, c, rx0, rx1, rx2, rx3, rx4, rx5, truey at xrecc, taq, tev, trc, realtime
36,-0.962962962963,-0.740740740741,-0.222222222222,0.666666666667,-0.888888888889,0.296296296296,0.981113259652,0.467066694301,120.599271054,-0.3333502684211418,-0.09876543209876543,0.04938271604938249,-0.345679012345679,-0.7777947128655862,0.0,-1.00504458196,6009.472578999994,0.10827700000663754,33.029848000005586,02:08:26  24-02-17
37,-0.518518518519,0.592592592593,0.222222222222,-0.888888888889,-0.888888888889,0.814814814815,0.648152273882,-0.0245265848392,327.978661589,-0.5556063608189807,-0.09876543209876543,0.04958593710308379,-0.345679012345679,-0.7778285830412031,0.0,-1.07736098364,4254.178362999999,0.09274500000174157,31.915406999993138,02:08:26  24-02-17
38,-0.222222222222,0.296296296296,0.962962962963,-0.222222222222,-0.962962962963,0.666666666667,0.981113259652,0.431706310794,120.599271054,-0.7782350251486054,-0.09876543209876543,0.05395518975765867,-0.345679012345679,-0.9519890260631001,0.0,-0.590011804752,5136.6221490000025,0.06290699999954086,39.697564000001876,02:08:26  24-02-17
39,-0.962962962963,-0.592592592593,0.222222222222,0.296296296296,-0.888888888889,-0.444444444444,0.648152273882,0.2950389843,327.978661589,-0.7489711934156378,0.00274348422496562,0.07681755829903958,-0.6556927297668038,-0.9986282578875171,0.07133058984910834,-0.49077921556,5872.909973000002,0.005846999993082136,28.774321999997483,02:08:26  24-02-17
40,-0.962962962963,-0.592592592593,-0.888888888889,-0.888888888889,0.222222222222,0.0,0.981113259652,-1.42034846937,120.599271054,-0.9629629629629629,-0.6666666666666666,-0.8888888888888888,-0.8888888888888888,0.0,0.0,-0.557891879518,5305.215473000004,0.024438000007648952,30.33437799999956,02:08:26  24-02-17
41,-0.814814814815,0.814814814815,0.962962962963,0.0740740740741,-0.888888888889,-0.0740740740741,0.981113259652,0.459555198024,120.599271054,-0.9657064471879286,-0.5550983081847279,-0.8907178783721993,-0.8888888888888888,-0.3337905807041609,0.00274348422496562,-1.02293105341,5805.399899999989,0.2639869999984512,31.259351000000606,02:08:26  24-02-17
42,0.888888888889,0.444444444444,0.666666666667,0.592592592593,-0.962962962963,0.37037037037,0.944320882213,0.367559688987,125.208275785,-0.9657064471879286,-0.5550983081847279,-0.9638774577046182,-0.9995427526291724,-0.3337905807041609,0.11156835848193891,-0.828374284608,5158.555977000011,0.014385999995283782,33.59258799999952,02:08:26  24-02-17
43,-0.888888888889,-0.888888888889,-0.962962962963,-0.962962962963,-0.888888888889,0.666666666667,0.981113259652,0.47035920362,120.599271054,-0.9633694050703653,-0.5925925925925926,-0.8888888888888888,-0.8889904994157394,0.22222222222222232,0.0,-0.220808810893,5943.492309000008,0.05859000000054948,35.29113399999915,02:08:26  24-02-17
44,-0.740740740741,0.740740740741,0.962962962963,-0.0740740740741,-0.740740740741,0.0,0.66051628825,0.274932120903,313.618640113,-0.4074582126708327,-0.09866382157191489,0.050906873952140996,-0.5556063608189807,-0.7778285830412031,0.0006096631611034464,-1.04257796915,6391.221042999998,0.12316499999724329,38.17673099998501,02:08:26  24-02-17
45,-0.888888888889,-0.666666666667,-0.222222222222,0.740740740741,-0.740740740741,0.296296296296,0.66051628825,0.288156097986,313.618640113,-0.9995427526291724,-0.5925925925925926,-0.8888888888888888,-0.8888888888888888,0.22130772748056704,-0.0009144947416552807,-0.216035177294,6307.17408300002,0.023005999973975122,33.06255800000508,02:08:26  24-02-17
46,0.518518518519,-0.592592592593,0.0,-0.666666666667,-0.666666666667,-0.222222222222,0.5,0.0576188593254,540.0,-0.33338413859675864,-0.0972412741960067,0.04948432657623303,-0.5556063608189807,-0.9507696997408931,0.03708784230046214,-0.58191007179,5551.436791000015,0.14724600000772625,30.815457999997307,02:08:26  24-02-17
47,-0.0740740740741,0.222222222222,0.962962962963,-0.567901234568,-0.740740740741,0.666666666667,0.833370504861,0.248253699169,166.645852932,-0.4910836762688614,-0.008230452674897082,0.0685871056241425,-0.6364883401920438,-0.9986282578875171,0.0685871056241425,-0.484220991025,6570.646467999963,0.1611230000271462,37.51189700001851,02:08:26  24-02-17
48,0.962962962963,0.444444444444,0.666666666667,0.666666666667,-0.888888888889,-0.962962962963,0.981113259652,0.490320308019,120.599271054,-0.40786465477823497,0.03657978966620945,0.14906264288980364,-0.5560128029263831,-0.9995427526291724,0.07407407407407396,-0.452834000038,7380.390572999982,0.09889900000416674,42.411032000003615,02:08:26  24-02-17
49,0.888888888889,0.444444444444,0.666666666667,0.444444444444,-0.962962962963,0.37037037037,0.611105481807,0.16038598232,374.081429752,-0.32098765432098764,-0.09876543209876543,0.04938271604938249,-0.345679012345679,-0.7654320987654321,0.0,-1.03473931109,7341.1091289999895,0.025894999998854473,36.35020099999383,02:08:26  24-02-17
