n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
1, 0.0, 0.0, 0.0, [nan], 0.001, 1.0, nan, nan, nan,4.00543212891e-05, 4.91142272949e-05, 3.2901763916e-05, 14:21:27  17-06-16
2, -0.5, -0.5, 0.0, [nan], 7.6685, 1.0, nan, nan, nan,3.88622283936e-05, 4.41074371338e-05, 3.00407409668e-05, 14:21:27  17-06-16
3, -0.5, 0.5, 0.0, [nan], 1.4185, 1.0, nan, nan, nan,3.60012054443e-05, 3.81469726562e-05, 2.59876251221e-05, 14:21:27  17-06-16
4, 0.5, -0.5, 0.0, [nan], 7.6585, 1.0, 0.0, 0.0, 0.001,3.31401824951e-05, 3.88622283936e-05, 4.6968460083e-05, 14:21:27  17-06-16
5, 0.5, 0.5, 0.0, [nan], 1.4085, 1.0, nan, nan, nan,3.31401824951e-05, 3.69548797607e-05, 2.59876251221e-05, 14:21:27  17-06-16
6, -0.75, -0.75, 0.0, [nan], 31.751078125, 1.0, nan, nan, nan,3.31401824951e-05, 3.69548797607e-05, 2.50339508057e-05, 14:21:27  17-06-16
7, -0.75, -0.25, 0.0, [nan], 23.469828125, 1.0, nan, nan, nan,3.2901763916e-05, 3.81469726562e-05, 2.47955322266e-05, 14:21:27  17-06-16
8, -0.75, 0.25, 0.0, [nan], 16.438578125, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.71932983398e-05, 3.981590271e-05, 14:21:27  17-06-16
9, -0.75, 0.75, 0.0, [nan], 10.657328125, 1.0, nan, nan, nan,2.47955322266e-05, 3.71932983398e-05, 2.38418579102e-05, 14:21:27  17-06-16
10, -0.25, -0.75, 0.0, [nan], 2.827328125, 1.0, nan, nan, nan,3.60012054443e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:27  17-06-16
11, -0.25, -0.25, 0.0, [nan], 0.796078125, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:27  17-06-16
12, -0.25, 0.25, 0.0, [nan], 0.014828125, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.60012054443e-05, 4.00543212891e-05, 14:21:27  17-06-16
13, -0.25, 0.75, 0.0, [nan], 0.483578125, 1.0, nan, nan, nan,2.8133392334e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
14, 0.25, -0.75, 0.0, [nan], 2.822328125, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
15, 0.25, -0.25, 0.0, [nan], 0.791078125, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
16, 0.25, 0.25, 0.0, [nan], 0.009828125, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.69548797607e-05, 4.00543212891e-05, 14:21:27  17-06-16
17, 0.25, 0.75, 0.0, [nan], 0.478578125, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.50339508057e-05, 14:21:27  17-06-16
18, 0.75, -0.75, 0.0, [nan], 31.736078125, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
19, 0.75, -0.25, 0.0, [nan], 23.454828125, 1.0, nan, nan, nan,2.8133392334e-05, 3.79085540771e-05, 2.50339508057e-05, 14:21:27  17-06-16
20, 0.75, 0.25, 0.0, [nan], 16.423578125, 1.0, 0.0, 0.0, 0.001,3.00407409668e-05, 3.79085540771e-05, 4.29153442383e-05, 14:21:27  17-06-16
21, 0.75, 0.75, 0.0, [nan], 10.642328125, 1.0, nan, nan, nan,3.60012054443e-05, 3.69548797607e-05, 2.50339508057e-05, 14:21:27  17-06-16
22, -0.875, -0.875, 0.0, [nan], 55.3273525391, 1.0, nan, nan, nan,2.59876251221e-05, 3.79085540771e-05, 2.40802764893e-05, 14:21:27  17-06-16
23, -0.875, -0.625, 0.0, [nan], 49.6046962891, 1.0, nan, nan, nan,2.71797180176e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
24, -0.875, -0.375, 0.0, [nan], 44.1945400391, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.69548797607e-05, 4.00543212891e-05, 14:21:27  17-06-16
25, -0.875, -0.125, 0.0, [nan], 39.0968837891, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
26, -0.875, 0.125, 0.0, [nan], 34.3117275391, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:27  17-06-16
27, -0.875, 0.375, 0.0, [nan], 29.8390712891, 1.0, nan, nan, nan,2.8133392334e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:27  17-06-16
28, -0.875, 0.625, 0.0, [nan], 25.6789150391, 1.0, 0.0, 0.0, 0.001,2.50339508057e-05, 3.60012054443e-05, 4.00543212891e-05, 14:21:27  17-06-16
29, -0.875, 0.875, 0.0, [nan], 21.8312587891, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.19345092773e-05, 14:21:27  17-06-16
30, -0.625, -0.875, 0.0, [nan], 20.0127431641, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:27  17-06-16
31, -0.625, -0.625, 0.0, [nan], 16.6338369141, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
32, -0.625, -0.375, 0.0, [nan], 13.5674306641, 1.0, 0.0, 0.0, 0.001,2.50339508057e-05, 3.57627868652e-05, 4.10079956055e-05, 14:21:27  17-06-16
33, -0.625, -0.125, 0.0, [nan], 10.8135244141, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:27  17-06-16
34, -0.625, 0.125, 0.0, [nan], 8.37211816406, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:27  17-06-16
35, -0.625, 0.375, 0.0, [nan], 6.24321191406, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
36, -0.625, 0.625, 0.0, [nan], 4.42680566406, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.60012054443e-05, 4.19616699219e-05, 14:21:27  17-06-16
37, -0.625, 0.875, 0.0, [nan], 2.92289941406, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:27  17-06-16
38, -0.375, -0.875, 0.0, [nan], 6.23446191406, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
39, -0.375, -0.625, 0.0, [nan], 4.41805566406, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
40, -0.375, -0.375, 0.0, [nan], 2.91414941406, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.60012054443e-05, 4.10079956055e-05, 14:21:27  17-06-16
41, -0.375, -0.125, 0.0, [nan], 1.72274316406, 1.0, nan, nan, nan,2.59876251221e-05, 3.48091125488e-05, 2.31266021729e-05, 14:21:27  17-06-16
42, -0.375, 0.125, 0.0, [nan], 0.843836914063, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
43, -0.375, 0.375, 0.0, [nan], 0.277430664062, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:27  17-06-16
44, -0.375, 0.625, 0.0, [nan], 0.0235244140625, 1.0, 0.0, 0.0, 0.001,2.47955322266e-05, 3.60012054443e-05, 4.10079956055e-05, 14:21:27  17-06-16
45, -0.375, 0.875, 0.0, [nan], 0.0821181640625, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 3.00407409668e-05, 14:21:27  17-06-16
46, -0.125, -0.875, 0.0, [nan], 2.27375878906, 1.0, nan, nan, nan,2.59876251221e-05, 3.09944152832e-05, 2.31266021729e-05, 14:21:27  17-06-16
47, -0.125, -0.625, 0.0, [nan], 1.23860253906, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.50339508057e-05, 14:21:27  17-06-16
48, -0.125, -0.375, 0.0, [nan], 0.515946289063, 1.0, 0.0, 0.0, 0.001,4.19616699219e-05, 5.10215759277e-05, 6.79492950439e-05, 14:21:27  17-06-16
49, -0.125, -0.125, 0.0, [nan], 0.105790039063, 1.0, nan, nan, nan,2.71797180176e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:27  17-06-16
50, -0.125, 0.125, 0.0, [nan], 0.0081337890625, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
51, -0.125, 0.375, 0.0, [nan], 0.222977539063, 1.0, nan, nan, nan,4.60147857666e-05, 5.50746917725e-05, 4.10079956055e-05, 14:21:27  17-06-16
52, -0.125, 0.625, 0.0, [nan], 0.750321289063, 1.0, 0.0, 0.0, 0.001,4.79221343994e-05, 5.79357147217e-05, 8.70227813721e-05, 14:21:27  17-06-16
53, -0.125, 0.875, 0.0, [nan], 1.59016503906, 1.0, nan, nan, nan,5.69820404053e-05, 6.38961791992e-05, 4.81605529785e-05, 14:21:27  17-06-16
54, 0.125, -0.875, 0.0, [nan], 2.27125878906, 1.0, nan, nan, nan,3.81469726562e-05, 4.29153442383e-05, 2.78949737549e-05, 14:21:27  17-06-16
55, 0.125, -0.625, 0.0, [nan], 1.23610253906, 1.0, nan, nan, nan,4.10079956055e-05, 5.29289245605e-05, 3.09944152832e-05, 14:21:27  17-06-16
56, 0.125, -0.375, 0.0, [nan], 0.513446289063, 1.0, 0.0, 0.0, 0.001,3.88622283936e-05, 3.91006469727e-05, 5.10215759277e-05, 14:21:27  17-06-16
57, 0.125, -0.125, 0.0, [nan], 0.103290039063, 1.0, nan, nan, nan,2.88486480713e-05, 4.10079956055e-05, 2.59876251221e-05, 14:21:27  17-06-16
58, 0.125, 0.125, 0.0, [nan], 0.0056337890625, 1.0, nan, nan, nan,5.19752502441e-05, 6.29425048828e-05, 4.19616699219e-05, 14:21:27  17-06-16
59, 0.125, 0.375, 0.0, [nan], 0.220477539063, 1.0, nan, nan, nan,5.19752502441e-05, 6.00814819336e-05, 5.19752502441e-05, 14:21:27  17-06-16
60, 0.125, 0.625, 0.0, [nan], 0.747821289063, 1.0, 0.0, 0.0, 0.001,5.69820404053e-05, 6.38961791992e-05, 9.51290130615e-05, 14:21:27  17-06-16
61, 0.125, 0.875, 0.0, [nan], 1.58766503906, 1.0, nan, nan, nan,4.6968460083e-05, 5.60283660889e-05, 4.50611114502e-05, 14:21:27  17-06-16
62, 0.375, -0.875, 0.0, [nan], 6.22696191406, 1.0, nan, nan, nan,7.39097595215e-05, 5.29289245605e-05, 4.2200088501e-05, 14:21:27  17-06-16
63, 0.375, -0.625, 0.0, [nan], 4.41055566406, 1.0, nan, nan, nan,5.57899475098e-05, 5.10215759277e-05, 4.00543212891e-05, 14:21:27  17-06-16
64, 0.375, -0.375, 0.0, [nan], 2.90664941406, 1.0, 0.0, 0.0, 0.001,4.60147857666e-05, 5.19752502441e-05, 7.60555267334e-05, 14:21:27  17-06-16
65, 0.375, -0.125, 0.0, [nan], 1.71524316406, 1.0, nan, nan, nan,4.2200088501e-05, 4.38690185547e-05, 2.8133392334e-05, 14:21:27  17-06-16
66, 0.375, 0.125, 0.0, [nan], 0.836336914062, 1.0, nan, nan, nan,3.79085540771e-05, 4.10079956055e-05, 2.69412994385e-05, 14:21:27  17-06-16
67, 0.375, 0.375, 0.0, [nan], 0.269930664062, 1.0, nan, nan, nan,3.60012054443e-05, 3.981590271e-05, 3.60012054443e-05, 14:21:27  17-06-16
68, 0.375, 0.625, 0.0, [nan], 0.0160244140625, 1.0, 0.0, 0.0, 0.001,2.47955322266e-05, 3.09944152832e-05, 4.41074371338e-05, 14:21:27  17-06-16
69, 0.375, 0.875, 0.0, [nan], 0.0746181640625, 1.0, nan, nan, nan,2.78949737549e-05, 3.2901763916e-05, 2.31266021729e-05, 14:21:27  17-06-16
70, 0.625, -0.875, 0.0, [nan], 20.0002431641, 1.0, nan, nan, nan,3.31401824951e-05, 3.40938568115e-05, 2.28881835938e-05, 14:21:27  17-06-16
71, 0.625, -0.625, 0.0, [nan], 16.6213369141, 1.0, nan, nan, nan,2.90870666504e-05, 3.48091125488e-05, 2.40802764893e-05, 14:21:27  17-06-16
72, 0.625, -0.375, 0.0, [nan], 13.5549306641, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.71932983398e-05, 4.38690185547e-05, 14:21:27  17-06-16
73, 0.625, -0.125, 0.0, [nan], 10.8010244141, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.50339508057e-05, 14:21:27  17-06-16
74, 0.625, 0.125, 0.0, [nan], 8.35961816406, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
75, 0.625, 0.375, 0.0, [nan], 6.23071191406, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
76, 0.625, 0.625, 0.0, [nan], 4.41430566406, 1.0, 0.0, 0.0, 0.001,2.50339508057e-05, 3.60012054443e-05, 4.38690185547e-05, 14:21:27  17-06-16
77, 0.625, 0.875, 0.0, [nan], 2.91039941406, 1.0, nan, nan, nan,4.50611114502e-05, 5.79357147217e-05, 4.31537628174e-05, 14:21:27  17-06-16
78, 0.875, -0.875, 0.0, [nan], 55.3098525391, 1.0, nan, nan, nan,2.69412994385e-05, 3.81469726562e-05, 2.47955322266e-05, 14:21:27  17-06-16
79, 0.875, -0.625, 0.0, [nan], 49.5871962891, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:27  17-06-16
80, 0.875, -0.375, 0.0, [nan], 44.1770400391, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.69548797607e-05, 4.41074371338e-05, 14:21:27  17-06-16
81, 0.875, -0.125, 0.0, [nan], 39.0793837891, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:27  17-06-16
82, 0.875, 0.125, 0.0, [nan], 34.2942275391, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
83, 0.875, 0.375, 0.0, [nan], 29.8215712891, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:27  17-06-16
84, 0.875, 0.625, 0.0, [nan], 25.6614150391, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.50475311279e-05, 4.41074371338e-05, 14:21:27  17-06-16
85, 0.875, 0.875, 0.0, [nan], 21.8137587891, 1.0, nan, nan, nan,4.2200088501e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:27  17-06-16
86, -0.9375, -0.9375, 0.0, [nan], 71.1087407837, 1.0, nan, nan, nan,2.8133392334e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:27  17-06-16
87, -0.9375, -0.8125, 0.0, [nan], 67.8152837524, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:27  17-06-16
88, -0.9375, -0.6875, 0.0, [nan], 64.5999517212, 1.0, 0.0, 0.0, 0.001,2.50339508057e-05, 3.60012054443e-05, 4.41074371338e-05, 14:21:27  17-06-16
89, -0.9375, -0.5625, 0.0, [nan], 61.4627446899, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.50339508057e-05, 14:21:27  17-06-16
90, -0.9375, -0.4375, 0.0, [nan], 58.4036626587, 1.0, nan, nan, nan,2.59876251221e-05, 3.81469726562e-05, 2.28881835938e-05, 14:21:27  17-06-16
91, -0.9375, -0.3125, 0.0, [nan], 55.4227056274, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.21729278564e-05, 14:21:27  17-06-16
92, -0.9375, -0.1875, 0.0, [nan], 52.5198735962, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.60012054443e-05, 4.41074371338e-05, 14:21:27  17-06-16
93, -0.9375, -0.0625, 0.0, [nan], 49.6951665649, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.40802764893e-05, 14:21:27  17-06-16
94, -0.9375, 0.0625, 0.0, [nan], 46.9485845337, 1.0, nan, nan, nan,2.69412994385e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:27  17-06-16
95, -0.9375, 0.1875, 0.0, [nan], 44.2801275024, 1.0, nan, nan, nan,4.00543212891e-05, 4.50611114502e-05, 2.88486480713e-05, 14:21:27  17-06-16
96, -0.9375, 0.3125, 0.0, [nan], 41.6897954712, 1.0, 0.0, 0.0, 0.001,3.91006469727e-05, 3.91006469727e-05, 5.48362731934e-05, 14:21:27  17-06-16
97, -0.9375, 0.4375, 0.0, [nan], 39.1775884399, 1.0, nan, nan, nan,3.79085540771e-05, 3.91006469727e-05, 2.59876251221e-05, 14:21:27  17-06-16
98, -0.9375, 0.5625, 0.0, [nan], 36.7435064087, 1.0, nan, nan, nan,4.00543212891e-05, 4.38690185547e-05, 2.8133392334e-05, 14:21:27  17-06-16
99, -0.9375, 0.6875, 0.0, [nan], 34.3875493774, 1.0, nan, nan, nan,4.60147857666e-05, 5.31673431396e-05, 2.38418579102e-05, 14:21:27  17-06-16
100, -0.9375, 0.8125, 0.0, [nan], 32.1097173462, 1.0, 0.0, 0.0, 0.001,4.91142272949e-05, 5.50746917725e-05, 8.98838043213e-05, 14:21:27  17-06-16
101, -0.9375, 0.9375, 0.0, [nan], 29.9100103149, 1.0, nan, nan, nan,2.78949737549e-05, 3.69548797607e-05, 2.40802764893e-05, 14:21:27  17-06-16
102, -0.8125, -0.9375, 0.0, [nan], 44.9331987915, 1.0, nan, nan, nan,7.91549682617e-05, 7.9870223999e-05, 5.69820404053e-05, 14:21:27  17-06-16
103, -0.8125, -0.8125, 0.0, [nan], 42.3233355103, 1.0, nan, nan, nan,5.91278076172e-05, 6.38961791992e-05, 4.60147857666e-05, 14:21:27  17-06-16
104, -0.8125, -0.6875, 0.0, [nan], 39.791597229, 1.0, 0.0, 0.0, 0.001,5.57899475098e-05, 5.81741333008e-05, 9.79900360107e-05, 14:21:27  17-06-16
105, -0.8125, -0.5625, 0.0, [nan], 37.3379839478, 1.0, nan, nan, nan,3.60012054443e-05, 4.2200088501e-05, 4.10079956055e-05, 14:21:27  17-06-16
106, -0.8125, -0.4375, 0.0, [nan], 34.9624956665, 1.0, nan, nan, nan,3.2901763916e-05, 5.29289245605e-05, 3.31401824951e-05, 14:21:27  17-06-16
107, -0.8125, -0.3125, 0.0, [nan], 32.6651323853, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.50339508057e-05, 14:21:27  17-06-16
108, -0.8125, -0.1875, 0.0, [nan], 30.445894104, 1.0, 0.0, 0.0, 0.001,5.69820404053e-05, 7.48634338379e-05, 0.000144958496094, 14:21:27  17-06-16
109, -0.8125, -0.0625, 0.0, [nan], 28.3047808228, 1.0, nan, nan, nan,5.3882598877e-05, 5.19752502441e-05, 4.00543212891e-05, 14:21:27  17-06-16
110, -0.8125, 0.0625, 0.0, [nan], 26.2417925415, 1.0, nan, nan, nan,5.3882598877e-05, 5.19752502441e-05, 4.00543212891e-05, 14:21:27  17-06-16
111, -0.8125, 0.1875, 0.0, [nan], 24.2569292603, 1.0, nan, nan, nan,5.3882598877e-05, 5.31673431396e-05, 4.10079956055e-05, 14:21:27  17-06-16
112, -0.8125, 0.3125, 0.0, [nan], 22.350190979, 1.0, 0.0, 0.0, 0.001,6.103515625e-05, 6.79492950439e-05, 0.000100135803223, 14:21:28  17-06-16
113, -0.8125, 0.4375, 0.0, [nan], 20.5215776978, 1.0, nan, nan, nan,8.51154327393e-05, 6.69956207275e-05, 4.60147857666e-05, 14:21:28  17-06-16
114, -0.8125, 0.5625, 0.0, [nan], 18.7710894165, 1.0, nan, nan, nan,5.79357147217e-05, 5.50746917725e-05, 3.60012054443e-05, 14:21:28  17-06-16
115, -0.8125, 0.6875, 0.0, [nan], 17.0987261353, 1.0, nan, nan, nan,6.41345977783e-05, 7.70092010498e-05, 4.19616699219e-05, 14:21:28  17-06-16
116, -0.8125, 0.8125, 0.0, [nan], 15.504487854, 1.0, 0.0, 0.0, 0.001,8.20159912109e-05, 8.20159912109e-05, 0.000114917755127, 14:21:28  17-06-16
117, -0.8125, 0.9375, 0.0, [nan], 13.9883745728, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 3.09944152832e-05, 14:21:28  17-06-16
118, -0.6875, -0.9375, 0.0, [nan], 27.2575835571, 1.0, nan, nan, nan,3.88622283936e-05, 4.2200088501e-05, 2.78949737549e-05, 14:21:28  17-06-16
119, -0.6875, -0.8125, 0.0, [nan], 25.2336577759, 1.0, nan, nan, nan,4.60147857666e-05, 4.79221343994e-05, 3.00407409668e-05, 14:21:28  17-06-16
120, -0.6875, -0.6875, 0.0, [nan], 23.2878569946, 1.0, 0.0, 0.0, 0.001,4.10079956055e-05, 4.60147857666e-05, 5.98430633545e-05, 14:21:28  17-06-16
121, -0.6875, -0.5625, 0.0, [nan], 21.4201812134, 1.0, nan, nan, nan,6.50882720947e-05, 6.89029693604e-05, 4.91142272949e-05, 14:21:28  17-06-16
122, -0.6875, -0.4375, 0.0, [nan], 19.6306304321, 1.0, nan, nan, nan,3.69548797607e-05, 3.88622283936e-05, 2.62260437012e-05, 14:21:28  17-06-16
123, -0.6875, -0.3125, 0.0, [nan], 17.9192046509, 1.0, nan, nan, nan,3.09944152832e-05, 3.91006469727e-05, 2.50339508057e-05, 14:21:28  17-06-16
124, -0.6875, -0.1875, 0.0, [nan], 16.2859038696, 1.0, 0.0, 0.0, 0.001,3.50475311279e-05, 3.69548797607e-05, 5.19752502441e-05, 14:21:28  17-06-16
125, -0.6875, -0.0625, 0.0, [nan], 14.7307280884, 1.0, nan, nan, nan,3.00407409668e-05, 3.50475311279e-05, 2.28881835938e-05, 14:21:28  17-06-16
126, -0.6875, 0.0625, 0.0, [nan], 13.2536773071, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:28  17-06-16
127, -0.6875, 0.1875, 0.0, [nan], 11.8547515259, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.59876251221e-05, 14:21:28  17-06-16
128, -0.6875, 0.3125, 0.0, [nan], 10.5339507446, 1.0, 0.0, 0.0, 0.001,2.59876251221e-05, 3.69548797607e-05, 4.6968460083e-05, 14:21:28  17-06-16
129, -0.6875, 0.4375, 0.0, [nan], 9.29127496338, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 2.50339508057e-05, 14:21:28  17-06-16
130, -0.6875, 0.5625, 0.0, [nan], 8.12672418213, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:28  17-06-16
131, -0.6875, 0.6875, 0.0, [nan], 7.04029840088, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:28  17-06-16
132, -0.6875, 0.8125, 0.0, [nan], 6.03199761963, 1.0, 0.0, 0.0, 0.001,2.50339508057e-05, 3.60012054443e-05, 4.79221343994e-05, 14:21:28  17-06-16
133, -0.6875, 0.9375, 0.0, [nan], 5.10182183838, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:28  17-06-16
134, -0.5625, -0.9375, 0.0, [nan], 15.8846294556, 1.0, nan, nan, nan,2.50339508057e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:28  17-06-16
135, -0.5625, -0.8125, 0.0, [nan], 14.3489849243, 1.0, nan, nan, nan,2.90870666504e-05, 3.50475311279e-05, 2.28881835938e-05, 14:21:28  17-06-16
136, -0.5625, -0.6875, 0.0, [nan], 12.8914653931, 1.0, 0.0, 0.0, 0.001,3.09944152832e-05, 3.19480895996e-05, 5.00679016113e-05, 14:21:28  17-06-16
137, -0.5625, -0.5625, 0.0, [nan], 11.5120708618, 1.0, nan, nan, nan,4.00543212891e-05, 4.38690185547e-05, 2.71797180176e-05, 14:21:28  17-06-16
138, -0.5625, -0.4375, 0.0, [nan], 10.2108013306, 1.0, nan, nan, nan,3.981590271e-05, 4.41074371338e-05, 2.78949737549e-05, 14:21:28  17-06-16
139, -0.5625, -0.3125, 0.0, [nan], 8.98765679932, 1.0, nan, nan, nan,3.91006469727e-05, 4.38690185547e-05, 2.8133392334e-05, 14:21:28  17-06-16
140, -0.5625, -0.1875, 0.0, [nan], 7.84263726807, 1.0, 0.0, 0.0, 0.001,4.10079956055e-05, 4.60147857666e-05, 6.41345977783e-05, 14:21:28  17-06-16
141, -0.5625, -0.0625, 0.0, [nan], 6.77574273682, 1.0, nan, nan, nan,3.69548797607e-05, 4.2200088501e-05, 2.78949737549e-05, 14:21:28  17-06-16
142, -0.5625, 0.0625, 0.0, [nan], 5.78697320557, 1.0, nan, nan, nan,4.00543212891e-05, 4.60147857666e-05, 3.40938568115e-05, 14:21:28  17-06-16
143, -0.5625, 0.1875, 0.0, [nan], 4.87632867432, 1.0, nan, nan, nan,4.00543212891e-05, 4.60147857666e-05, 3.00407409668e-05, 14:21:28  17-06-16
144, -0.5625, 0.3125, 0.0, [nan], 4.04380914307, 1.0, 0.0, 0.0, 0.001,6.00814819336e-05, 6.60419464111e-05, 0.000143766403198, 14:21:28  17-06-16
145, -0.5625, 0.4375, 0.0, [nan], 3.28941461182, 1.0, nan, nan, nan,3.69548797607e-05, 4.10079956055e-05, 2.78949737549e-05, 14:21:28  17-06-16
146, -0.5625, 0.5625, 0.0, [nan], 2.61314508057, 1.0, nan, nan, nan,3.69548797607e-05, 4.00543212891e-05, 2.69412994385e-05, 14:21:28  17-06-16
147, -0.5625, 0.6875, 0.0, [nan], 2.01500054932, 1.0, nan, nan, nan,5.60283660889e-05, 8.58306884766e-05, 4.50611114502e-05, 14:21:28  17-06-16
148, -0.5625, 0.8125, 0.0, [nan], 1.49498101807, 1.0, 0.0, 0.0, 0.001,3.981590271e-05, 4.31537628174e-05, 6.29425048828e-05, 14:21:28  17-06-16
149, -0.5625, 0.9375, 0.0, [nan], 1.05308648682, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 3.40938568115e-05, 14:21:29  17-06-16
150, -0.4375, -0.9375, 0.0, [nan], 8.98328179932, 1.0, nan, nan, nan,4.10079956055e-05, 4.50611114502e-05, 2.88486480713e-05, 14:21:29  17-06-16
151, -0.4375, -0.8125, 0.0, [nan], 7.83826226807, 1.0, nan, nan, nan,6.103515625e-05, 7.39097595215e-05, 4.91142272949e-05, 14:21:29  17-06-16
152, -0.4375, -0.6875, 0.0, [nan], 6.77136773682, 1.0, 0.0, 0.0, 0.001,4.00543212891e-05, 4.60147857666e-05, 6.38961791992e-05, 14:21:29  17-06-16
153, -0.4375, -0.5625, 0.0, [nan], 5.78259820557, 1.0, nan, nan, nan,5.69820404053e-05, 6.38961791992e-05, 4.41074371338e-05, 14:21:29  17-06-16
154, -0.4375, -0.4375, 0.0, [nan], 4.87195367432, 1.0, nan, nan, nan,5.10215759277e-05, 6.103515625e-05, 5.19752502441e-05, 14:21:29  17-06-16
