n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime
1875, -0.765625, 0.921875, 0.0, [nan], 10.1138468192, 1.0, nan, nan, nan,4.6968460083e-05, 5.19752502441e-05, 4.00543212891e-05, 14:21:39  17-06-16
1876, -0.765625, 0.953125, 0.0, [nan], 9.80237678742, 1.0, 0.1875, 0.1875, 0.000347229003906,4.48226928711e-05, 5.31673431396e-05, 0.000239849090576, 14:21:39  17-06-16
1877, -0.765625, 0.984375, 0.0, [nan], 9.49578956819, 1.0, nan, nan, nan,4.38690185547e-05, 7.5101852417e-05, 4.29153442383e-05, 14:21:39  17-06-16
1878, -0.734375, -0.984375, 0.0, [nan], 33.8945394156, 1.0, nan, nan, nan,4.31537628174e-05, 5.60283660889e-05, 4.38690185547e-05, 14:21:39  17-06-16
1879, -0.734375, -0.953125, 0.0, [nan], 33.3218389151, 1.0, nan, nan, nan,4.60147857666e-05, 4.19616699219e-05, 3.50475311279e-05, 14:21:39  17-06-16
1880, -0.734375, -0.921875, 0.0, [nan], 32.7540212271, 1.0, 0.1875, 0.1875, 0.000347229003906,3.69548797607e-05, 4.00543212891e-05, 0.000226974487305, 14:21:39  17-06-16
1881, -0.734375, -0.890625, 0.0, [nan], 32.1910863516, 1.0, nan, nan, nan,4.00543212891e-05, 3.88622283936e-05, 3.60012054443e-05, 14:21:39  17-06-16
1882, -0.734375, -0.859375, 0.0, [nan], 31.6330342886, 1.0, nan, nan, nan,4.60147857666e-05, 5.19752502441e-05, 4.00543212891e-05, 14:21:39  17-06-16
1883, -0.734375, -0.828125, 0.0, [nan], 31.0798650382, 1.0, nan, nan, nan,3.91006469727e-05, 4.88758087158e-05, 3.60012054443e-05, 14:21:39  17-06-16
1884, -0.734375, -0.796875, 0.0, [nan], 30.5315786002, 1.0, 0.1875, 0.1875, 0.000347229003906,4.10079956055e-05, 4.2200088501e-05, 0.000245809555054, 14:21:39  17-06-16
1885, -0.734375, -0.765625, 0.0, [nan], 29.9881749747, 1.0, nan, nan, nan,4.29153442383e-05, 4.00543212891e-05, 3.50475311279e-05, 14:21:39  17-06-16
1886, -0.734375, -0.734375, 0.0, [nan], 29.4496541617, 1.0, nan, nan, nan,3.50475311279e-05, 4.00543212891e-05, 3.50475311279e-05, 14:21:39  17-06-16
1887, -0.734375, -0.703125, 0.0, [nan], 28.9160161612, 1.0, nan, nan, nan,4.6968460083e-05, 4.29153442383e-05, 3.79085540771e-05, 14:21:39  17-06-16
1888, -0.734375, -0.671875, 0.0, [nan], 28.3872609732, 1.0, 0.1875, 0.1875, 0.000347229003906,3.69548797607e-05, 4.81605529785e-05, 0.000244855880737, 14:21:39  17-06-16
1889, -0.734375, -0.640625, 0.0, [nan], 27.8633885977, 1.0, nan, nan, nan,5.00679016113e-05, 5.69820404053e-05, 4.48226928711e-05, 14:21:39  17-06-16
1890, -0.734375, -0.609375, 0.0, [nan], 27.3443990347, 1.0, nan, nan, nan,4.98294830322e-05, 5.31673431396e-05, 2.88486480713e-05, 14:21:39  17-06-16
1891, -0.734375, -0.578125, 0.0, [nan], 26.8302922843, 1.0, nan, nan, nan,4.10079956055e-05, 4.2200088501e-05, 3.38554382324e-05, 14:21:39  17-06-16
1892, -0.734375, -0.546875, 0.0, [nan], 26.3210683463, 1.0, 0.1875, 0.1875, 0.000347229003906,3.88622283936e-05, 4.60147857666e-05, 0.000195980072021, 14:21:39  17-06-16
1893, -0.734375, -0.515625, 0.0, [nan], 25.8167272208, 1.0, nan, nan, nan,4.48226928711e-05, 5.19752502441e-05, 3.81469726562e-05, 14:21:39  17-06-16
1894, -0.734375, -0.484375, 0.0, [nan], 25.3172689078, 1.0, nan, nan, nan,3.69548797607e-05, 4.91142272949e-05, 3.2901763916e-05, 14:21:39  17-06-16
1895, -0.734375, -0.453125, 0.0, [nan], 24.8226934073, 1.0, nan, nan, nan,4.50611114502e-05, 5.00679016113e-05, 3.88622283936e-05, 14:21:39  17-06-16
1896, -0.734375, -0.421875, 0.0, [nan], 24.3330007193, 1.0, 0.1875, 0.1875, 0.000347229003906,4.10079956055e-05, 4.50611114502e-05, 0.000191926956177, 14:21:39  17-06-16
1897, -0.734375, -0.390625, 0.0, [nan], 23.8481908438, 1.0, nan, nan, nan,3.79085540771e-05, 4.6968460083e-05, 4.10079956055e-05, 14:21:39  17-06-16
1898, -0.734375, -0.359375, 0.0, [nan], 23.3682637808, 1.0, nan, nan, nan,3.81469726562e-05, 3.981590271e-05, 3.12328338623e-05, 14:21:39  17-06-16
1899, -0.734375, -0.328125, 0.0, [nan], 22.8932195303, 1.0, nan, nan, nan,6.19888305664e-05, 7.08103179932e-05, 4.00543212891e-05, 14:21:39  17-06-16
1900, -0.734375, -0.296875, 0.0, [nan], 22.4230580924, 1.0, 0.1875, 0.1875, 0.000347229003906,5.10215759277e-05, 4.38690185547e-05, 0.000198125839233, 14:21:39  17-06-16
1901, -0.734375, -0.265625, 0.0, [nan], 21.9577794669, 1.0, nan, nan, nan,5.10215759277e-05, 5.60283660889e-05, 3.69548797607e-05, 14:21:39  17-06-16
1902, -0.734375, -0.234375, 0.0, [nan], 21.4973836539, 1.0, nan, nan, nan,4.19616699219e-05, 4.88758087158e-05, 4.50611114502e-05, 14:21:39  17-06-16
1903, -0.734375, -0.203125, 0.0, [nan], 21.0418706534, 1.0, nan, nan, nan,4.00543212891e-05, 5.50746917725e-05, 4.00543212891e-05, 14:21:39  17-06-16
1904, -0.734375, -0.171875, 0.0, [nan], 20.5912404654, 1.0, 0.1875, 0.1875, 0.000347229003906,4.2200088501e-05, 4.38690185547e-05, 0.000210046768188, 14:21:39  17-06-16
1905, -0.734375, -0.140625, 0.0, [nan], 20.1454930899, 1.0, nan, nan, nan,5.31673431396e-05, 3.88622283936e-05, 3.31401824951e-05, 14:21:39  17-06-16
1906, -0.734375, -0.109375, 0.0, [nan], 19.7046285269, 1.0, nan, nan, nan,4.50611114502e-05, 5.19752502441e-05, 3.79085540771e-05, 14:21:39  17-06-16
1907, -0.734375, -0.078125, 0.0, [nan], 19.2686467764, 1.0, nan, nan, nan,4.10079956055e-05, 3.88622283936e-05, 3.09944152832e-05, 14:21:39  17-06-16
1908, -0.734375, -0.046875, 0.0, [nan], 18.8375478384, 1.0, 0.1875, 0.1875, 0.000347229003906,4.57763671875e-05, 5.31673431396e-05, 0.000231027603149, 14:21:39  17-06-16
1909, -0.734375, -0.015625, 0.0, [nan], 18.411331713, 1.0, nan, nan, nan,4.10079956055e-05, 4.19616699219e-05, 3.00407409668e-05, 14:21:39  17-06-16
1910, -0.734375, 0.015625, 0.0, [nan], 17.9899984, 1.0, nan, nan, nan,4.29153442383e-05, 4.60147857666e-05, 3.60012054443e-05, 14:21:39  17-06-16
1911, -0.734375, 0.046875, 0.0, [nan], 17.5735478995, 1.0, nan, nan, nan,4.6968460083e-05, 4.60147857666e-05, 3.50475311279e-05, 14:21:39  17-06-16
1912, -0.734375, 0.078125, 0.0, [nan], 17.1619802115, 1.0, 0.1875, 0.1875, 0.000347229003906,4.41074371338e-05, 5.41210174561e-05, 0.000250816345215, 14:21:39  17-06-16
1913, -0.734375, 0.109375, 0.0, [nan], 16.755295336, 1.0, nan, nan, nan,4.81605529785e-05, 5.79357147217e-05, 4.60147857666e-05, 14:21:39  17-06-16
1914, -0.734375, 0.140625, 0.0, [nan], 16.353493273, 1.0, nan, nan, nan,4.50611114502e-05, 5.3882598877e-05, 3.50475311279e-05, 14:21:39  17-06-16
1915, -0.734375, 0.171875, 0.0, [nan], 15.9565740225, 1.0, nan, nan, nan,4.00543212891e-05, 5.41210174561e-05, 3.981590271e-05, 14:21:39  17-06-16
1916, -0.734375, 0.203125, 0.0, [nan], 15.5645375845, 1.0, 0.1875, 0.1875, 0.000347229003906,4.19616699219e-05, 5.41210174561e-05, 0.000189065933228, 14:21:39  17-06-16
1917, -0.734375, 0.234375, 0.0, [nan], 15.1773839591, 1.0, nan, nan, nan,5.69820404053e-05, 5.3882598877e-05, 3.00407409668e-05, 14:21:39  17-06-16
1918, -0.734375, 0.265625, 0.0, [nan], 14.7951131461, 1.0, nan, nan, nan,4.00543212891e-05, 4.19616699219e-05, 2.50339508057e-05, 14:21:39  17-06-16
1919, -0.734375, 0.296875, 0.0, [nan], 14.4177251456, 1.0, nan, nan, nan,4.48226928711e-05, 4.10079956055e-05, 2.62260437012e-05, 14:21:39  17-06-16
1920, -0.734375, 0.328125, 0.0, [nan], 14.0452199576, 1.0, 0.1875, 0.1875, 0.000347229003906,3.50475311279e-05, 4.6968460083e-05, 0.000204086303711, 14:21:39  17-06-16
1921, -0.734375, 0.359375, 0.0, [nan], 13.6775975821, 1.0, nan, nan, nan,4.50611114502e-05, 5.69820404053e-05, 3.79085540771e-05, 14:21:39  17-06-16
1922, -0.734375, 0.390625, 0.0, [nan], 13.3148580191, 1.0, nan, nan, nan,4.50611114502e-05, 3.88622283936e-05, 3.00407409668e-05, 14:21:39  17-06-16
1923, -0.734375, 0.421875, 0.0, [nan], 12.9570012686, 1.0, nan, nan, nan,4.91142272949e-05, 4.29153442383e-05, 2.90870666504e-05, 14:21:39  17-06-16
1924, -0.734375, 0.453125, 0.0, [nan], 12.6040273306, 1.0, 0.1875, 0.1875, 0.000347229003906,4.6968460083e-05, 5.60283660889e-05, 0.00019383430481, 14:21:39  17-06-16
1925, -0.734375, 0.484375, 0.0, [nan], 12.2559362051, 1.0, nan, nan, nan,4.6968460083e-05, 5.3882598877e-05, 3.81469726562e-05, 14:21:39  17-06-16
1926, -0.734375, 0.515625, 0.0, [nan], 11.9127278922, 1.0, nan, nan, nan,3.69548797607e-05, 5.00679016113e-05, 2.78949737549e-05, 14:21:39  17-06-16
1927, -0.734375, 0.546875, 0.0, [nan], 11.5744023917, 1.0, nan, nan, nan,3.71932983398e-05, 4.98294830322e-05, 2.71797180176e-05, 14:21:39  17-06-16
1928, -0.734375, 0.578125, 0.0, [nan], 11.2409597037, 1.0, 0.1875, 0.1875, 0.000347229003906,4.60147857666e-05, 5.31673431396e-05, 0.000241994857788, 14:21:39  17-06-16
1929, -0.734375, 0.609375, 0.0, [nan], 10.9123998282, 1.0, nan, nan, nan,4.19616699219e-05, 3.91006469727e-05, 3.69548797607e-05, 14:21:39  17-06-16
1930, -0.734375, 0.640625, 0.0, [nan], 10.5887227652, 1.0, nan, nan, nan,4.81605529785e-05, 5.29289245605e-05, 4.10079956055e-05, 14:21:39  17-06-16
1931, -0.734375, 0.671875, 0.0, [nan], 10.2699285147, 1.0, nan, nan, nan,4.29153442383e-05, 3.69548797607e-05, 3.91006469727e-05, 14:21:39  17-06-16
1932, -0.734375, 0.703125, 0.0, [nan], 9.95601707673, 1.0, 0.1875, 0.1875, 0.000347229003906,4.60147857666e-05, 5.31673431396e-05, 0.000231027603149, 14:21:39  17-06-16
1933, -0.734375, 0.734375, 0.0, [nan], 9.64698845124, 1.0, nan, nan, nan,3.2901763916e-05, 4.91142272949e-05, 2.50339508057e-05, 14:21:39  17-06-16
1934, -0.734375, 0.765625, 0.0, [nan], 9.34284263825, 1.0, nan, nan, nan,4.50611114502e-05, 5.79357147217e-05, 4.6968460083e-05, 14:21:39  17-06-16
1935, -0.734375, 0.796875, 0.0, [nan], 9.04357963777, 1.0, nan, nan, nan,4.31537628174e-05, 5.3882598877e-05, 4.60147857666e-05, 14:21:39  17-06-16
1936, -0.734375, 0.828125, 0.0, [nan], 8.74919944978, 1.0, 0.1875, 0.1875, 0.000347229003906,4.6968460083e-05, 4.91142272949e-05, 0.000200986862183, 14:21:39  17-06-16
1937, -0.734375, 0.859375, 0.0, [nan], 8.45970207429, 1.0, nan, nan, nan,4.79221343994e-05, 4.19616699219e-05, 3.09944152832e-05, 14:21:39  17-06-16
1938, -0.734375, 0.890625, 0.0, [nan], 8.1750875113, 1.0, nan, nan, nan,3.81469726562e-05, 4.50611114502e-05, 3.19480895996e-05, 14:21:39  17-06-16
1939, -0.734375, 0.921875, 0.0, [nan], 7.89535576081, 1.0, nan, nan, nan,4.00543212891e-05, 4.19616699219e-05, 3.19480895996e-05, 14:21:39  17-06-16
1940, -0.734375, 0.953125, 0.0, [nan], 7.62050682282, 1.0, 0.1875, 0.1875, 0.000347229003906,3.60012054443e-05, 4.29153442383e-05, 0.000210046768188, 14:21:39  17-06-16
1941, -0.734375, 0.984375, 0.0, [nan], 7.35054069734, 1.0, nan, nan, nan,4.10079956055e-05, 4.48226928711e-05, 3.09944152832e-05, 14:21:39  17-06-16
1942, -0.703125, -0.984375, 0.0, [nan], 29.8853948424, 1.0, nan, nan, nan,3.71932983398e-05, 4.29153442383e-05, 3.09944152832e-05, 14:21:39  17-06-16
1943, -0.703125, -0.953125, 0.0, [nan], 29.3477895567, 1.0, nan, nan, nan,3.60012054443e-05, 4.50611114502e-05, 3.00407409668e-05, 14:21:39  17-06-16
1944, -0.703125, -0.921875, 0.0, [nan], 28.8150670836, 1.0, 0.1875, 0.1875, 0.000347229003906,3.50475311279e-05, 5.29289245605e-05, 0.000187158584595, 14:21:39  17-06-16
1945, -0.703125, -0.890625, 0.0, [nan], 28.287227423, 1.0, nan, nan, nan,3.38554382324e-05, 5.10215759277e-05, 2.40802764893e-05, 14:21:39  17-06-16
1946, -0.703125, -0.859375, 0.0, [nan], 27.7642705748, 1.0, nan, nan, nan,3.21865081787e-05, 4.07695770264e-05, 2.8133392334e-05, 14:21:39  17-06-16
1947, -0.703125, -0.828125, 0.0, [nan], 27.2461965392, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:39  17-06-16
1948, -0.703125, -0.796875, 0.0, [nan], 26.733005316, 1.0, 0.1875, 0.1875, 0.000347229003906,4.41074371338e-05, 5.00679016113e-05, 0.000173807144165, 14:21:39  17-06-16
1949, -0.703125, -0.765625, 0.0, [nan], 26.2246969054, 1.0, nan, nan, nan,2.69412994385e-05, 4.19616699219e-05, 4.00543212891e-05, 14:21:39  17-06-16
1950, -0.703125, -0.734375, 0.0, [nan], 25.7212713072, 1.0, nan, nan, nan,4.60147857666e-05, 5.29289245605e-05, 5.60283660889e-05, 14:21:39  17-06-16
1951, -0.703125, -0.703125, 0.0, [nan], 25.2227285216, 1.0, nan, nan, nan,4.60147857666e-05, 5.41210174561e-05, 3.38554382324e-05, 14:21:39  17-06-16
1952, -0.703125, -0.671875, 0.0, [nan], 24.7290685484, 1.0, 0.1875, 0.1875, 0.000347229003906,2.69412994385e-05, 3.19480895996e-05, 0.000147104263306, 14:21:39  17-06-16
1953, -0.703125, -0.640625, 0.0, [nan], 24.2402913878, 1.0, nan, nan, nan,2.8133392334e-05, 3.69548797607e-05, 2.40802764893e-05, 14:21:39  17-06-16
1954, -0.703125, -0.609375, 0.0, [nan], 23.7563970397, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.38418579102e-05, 14:21:39  17-06-16
1955, -0.703125, -0.578125, 0.0, [nan], 23.277385504, 1.0, nan, nan, nan,2.50339508057e-05, 3.81469726562e-05, 2.38418579102e-05, 14:21:39  17-06-16
1956, -0.703125, -0.546875, 0.0, [nan], 22.8032567809, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.69548797607e-05, 0.000147104263306, 14:21:39  17-06-16
1957, -0.703125, -0.515625, 0.0, [nan], 22.3340108702, 1.0, nan, nan, nan,2.69412994385e-05, 3.81469726562e-05, 2.28881835938e-05, 14:21:39  17-06-16
1958, -0.703125, -0.484375, 0.0, [nan], 21.8696477721, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:39  17-06-16
1959, -0.703125, -0.453125, 0.0, [nan], 21.4101674864, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.28881835938e-05, 14:21:39  17-06-16
1960, -0.703125, -0.421875, 0.0, [nan], 20.9555700133, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.69548797607e-05, 0.000149965286255, 14:21:39  17-06-16
1961, -0.703125, -0.390625, 0.0, [nan], 20.5058553526, 1.0, nan, nan, nan,2.78949737549e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:39  17-06-16
1962, -0.703125, -0.359375, 0.0, [nan], 20.0610235045, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:39  17-06-16
1963, -0.703125, -0.328125, 0.0, [nan], 19.6210744689, 1.0, nan, nan, nan,2.59876251221e-05, 3.71932983398e-05, 2.38418579102e-05, 14:21:39  17-06-16
1964, -0.703125, -0.296875, 0.0, [nan], 19.1860082457, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.81469726562e-05, 0.000150918960571, 14:21:39  17-06-16
1965, -0.703125, -0.265625, 0.0, [nan], 18.7558248351, 1.0, nan, nan, nan,2.69412994385e-05, 3.91006469727e-05, 2.28881835938e-05, 14:21:39  17-06-16
1966, -0.703125, -0.234375, 0.0, [nan], 18.3305242369, 1.0, nan, nan, nan,2.69412994385e-05, 3.81469726562e-05, 2.28881835938e-05, 14:21:39  17-06-16
1967, -0.703125, -0.203125, 0.0, [nan], 17.9101064513, 1.0, nan, nan, nan,2.50339508057e-05, 3.88622283936e-05, 2.31266021729e-05, 14:21:39  17-06-16
1968, -0.703125, -0.171875, 0.0, [nan], 17.4945714781, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.60012054443e-05, 0.000147104263306, 14:21:39  17-06-16
1969, -0.703125, -0.140625, 0.0, [nan], 17.0839193175, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.40802764893e-05, 14:21:39  17-06-16
1970, -0.703125, -0.109375, 0.0, [nan], 16.6781499693, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.40802764893e-05, 14:21:39  17-06-16
1971, -0.703125, -0.078125, 0.0, [nan], 16.2772634337, 1.0, nan, nan, nan,2.59876251221e-05, 3.69548797607e-05, 2.28881835938e-05, 14:21:39  17-06-16
1972, -0.703125, -0.046875, 0.0, [nan], 15.8812597106, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.48091125488e-05, 0.000142097473145, 14:21:39  17-06-16
1973, -0.703125, -0.015625, 0.0, [nan], 15.4901387999, 1.0, nan, nan, nan,2.62260437012e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:39  17-06-16
1974, -0.703125, 0.015625, 0.0, [nan], 15.1039007018, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.19345092773e-05, 14:21:39  17-06-16
1975, -0.703125, 0.046875, 0.0, [nan], 14.7225454161, 1.0, nan, nan, nan,2.47955322266e-05, 3.50475311279e-05, 2.21729278564e-05, 14:21:39  17-06-16
1976, -0.703125, 0.078125, 0.0, [nan], 14.346072943, 1.0, 0.1875, 0.1875, 0.000347229003906,2.40802764893e-05, 3.48091125488e-05, 0.000158071517944, 14:21:39  17-06-16
1977, -0.703125, 0.109375, 0.0, [nan], 13.9744832823, 1.0, nan, nan, nan,2.69412994385e-05, 3.50475311279e-05, 2.31266021729e-05, 14:21:39  17-06-16
1978, -0.703125, 0.140625, 0.0, [nan], 13.6077764342, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.28881835938e-05, 14:21:39  17-06-16
1979, -0.703125, 0.171875, 0.0, [nan], 13.2459523985, 1.0, nan, nan, nan,2.50339508057e-05, 5.81741333008e-05, 2.28881835938e-05, 14:21:39  17-06-16
1980, -0.703125, 0.203125, 0.0, [nan], 12.8890111754, 1.0, 0.1875, 0.1875, 0.000347229003906,5.00679016113e-05, 3.2901763916e-05, 0.000148057937622, 14:21:39  17-06-16
1981, -0.703125, 0.234375, 0.0, [nan], 12.5369527647, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.40802764893e-05, 14:21:39  17-06-16
1982, -0.703125, 0.265625, 0.0, [nan], 12.1897771666, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:39  17-06-16
1983, -0.703125, 0.296875, 0.0, [nan], 11.847484381, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.21729278564e-05, 14:21:39  17-06-16
1984, -0.703125, 0.328125, 0.0, [nan], 11.5100744078, 1.0, 0.1875, 0.1875, 0.000347229003906,2.59876251221e-05, 3.60012054443e-05, 0.000144958496094, 14:21:39  17-06-16
1985, -0.703125, 0.359375, 0.0, [nan], 11.1775472472, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:39  17-06-16
1986, -0.703125, 0.390625, 0.0, [nan], 10.849902899, 1.0, nan, nan, nan,2.50339508057e-05, 3.48091125488e-05, 2.31266021729e-05, 14:21:39  17-06-16
1987, -0.703125, 0.421875, 0.0, [nan], 10.5271413634, 1.0, nan, nan, nan,3.48091125488e-05, 3.60012054443e-05, 2.121925354e-05, 14:21:39  17-06-16
1988, -0.703125, 0.453125, 0.0, [nan], 10.2092626402, 1.0, 0.1875, 0.1875, 0.000347229003906,2.40802764893e-05, 3.60012054443e-05, 0.000144004821777, 14:21:39  17-06-16
1989, -0.703125, 0.484375, 0.0, [nan], 9.89626672959, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:39  17-06-16
1990, -0.703125, 0.515625, 0.0, [nan], 9.58815363145, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.38418579102e-05, 14:21:39  17-06-16
1991, -0.703125, 0.546875, 0.0, [nan], 9.2849233458, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.19345092773e-05, 14:21:39  17-06-16
1992, -0.703125, 0.578125, 0.0, [nan], 8.98657587266, 1.0, 0.1875, 0.1875, 0.000347229003906,2.40802764893e-05, 3.50475311279e-05, 0.00014591217041, 14:21:39  17-06-16
1993, -0.703125, 0.609375, 0.0, [nan], 8.69311121202, 1.0, nan, nan, nan,2.69412994385e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:39  17-06-16
1994, -0.703125, 0.640625, 0.0, [nan], 8.40452936387, 1.0, nan, nan, nan,2.47955322266e-05, 3.50475311279e-05, 2.31266021729e-05, 14:21:39  17-06-16
1995, -0.703125, 0.671875, 0.0, [nan], 8.12083032823, 1.0, nan, nan, nan,2.47955322266e-05, 3.50475311279e-05, 2.19345092773e-05, 14:21:39  17-06-16
1996, -0.703125, 0.703125, 0.0, [nan], 7.84201410508, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.38554382324e-05, 0.000144004821777, 14:21:39  17-06-16
1997, -0.703125, 0.734375, 0.0, [nan], 7.56808069444, 1.0, nan, nan, nan,2.59876251221e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:39  17-06-16
1998, -0.703125, 0.765625, 0.0, [nan], 7.29903009629, 1.0, nan, nan, nan,2.59876251221e-05, 3.38554382324e-05, 2.31266021729e-05, 14:21:39  17-06-16
1999, -0.703125, 0.796875, 0.0, [nan], 7.03486231065, 1.0, nan, nan, nan,2.50339508057e-05, 3.50475311279e-05, 2.19345092773e-05, 14:21:39  17-06-16
2000, -0.703125, 0.828125, 0.0, [nan], 6.7755773375, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.50475311279e-05, 0.000144958496094, 14:21:39  17-06-16
2001, -0.703125, 0.859375, 0.0, [nan], 6.52117517686, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.21729278564e-05, 14:21:39  17-06-16
2002, -0.703125, 0.890625, 0.0, [nan], 6.27165582871, 1.0, nan, nan, nan,2.47955322266e-05, 3.60012054443e-05, 2.31266021729e-05, 14:21:39  17-06-16
2003, -0.703125, 0.921875, 0.0, [nan], 6.02701929307, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.19345092773e-05, 14:21:39  17-06-16
2004, -0.703125, 0.953125, 0.0, [nan], 5.78726556993, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.48091125488e-05, 0.000238180160522, 14:21:39  17-06-16
2005, -0.703125, 0.984375, 0.0, [nan], 5.55239465928, 1.0, nan, nan, nan,2.69412994385e-05, 3.69548797607e-05, 2.31266021729e-05, 14:21:39  17-06-16
2006, -0.671875, -0.984375, 0.0, [nan], 26.2865817091, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:39  17-06-16
2007, -0.671875, -0.953125, 0.0, [nan], 25.7825457594, 1.0, nan, nan, nan,2.50339508057e-05, 3.48091125488e-05, 2.21729278564e-05, 14:21:39  17-06-16
2008, -0.671875, -0.921875, 0.0, [nan], 25.2833926222, 1.0, 0.1875, 0.1875, 0.000347229003906,2.50339508057e-05, 3.50475311279e-05, 0.000144004821777, 14:21:39  17-06-16
2009, -0.671875, -0.890625, 0.0, [nan], 24.7891222975, 1.0, nan, nan, nan,2.50339508057e-05, 3.60012054443e-05, 2.28881835938e-05, 14:21:39  17-06-16
2010, -0.671875, -0.859375, 0.0, [nan], 24.2997347853, 1.0, nan, nan, nan,2.50339508057e-05, 2.88486480713e-05, 2.19345092773e-05, 14:21:39  17-06-16
2011, -0.671875, -0.828125, 0.0, [nan], 23.8152300856, 1.0, nan, nan, nan,4.41074371338e-05, 5.19752502441e-05, 3.79085540771e-05, 14:21:39  17-06-16
2012, -0.671875, -0.796875, 0.0, [nan], 23.3356081984, 1.0, 0.1875, 0.1875, 0.000347229003906,4.50611114502e-05, 5.60283660889e-05, 0.000276803970337, 14:21:39  17-06-16
2013, -0.671875, -0.765625, 0.0, [nan], 22.8608691237, 1.0, nan, nan, nan,4.60147857666e-05, 5.29289245605e-05, 3.88622283936e-05, 14:21:39  17-06-16
2014, -0.671875, -0.734375, 0.0, [nan], 22.3910128615, 1.0, nan, nan, nan,4.48226928711e-05, 5.19752502441e-05, 4.10079956055e-05, 14:21:39  17-06-16
2015, -0.671875, -0.703125, 0.0, [nan], 21.9260394118, 1.0, nan, nan, nan,4.6968460083e-05, 5.3882598877e-05, 4.00543212891e-05, 14:21:39  17-06-16
2016, -0.671875, -0.671875, 0.0, [nan], 21.4659487746, 1.0, 0.1875, 0.1875, 0.000347229003906,5.00679016113e-05, 5.41210174561e-05, 0.000277996063232, 14:21:39  17-06-16
2017, -0.671875, -0.640625, 0.0, [nan], 21.0107409499, 1.0, nan, nan, nan,4.81605529785e-05, 5.3882598877e-05, 3.91006469727e-05, 14:21:39  17-06-16
2018, -0.671875, -0.609375, 0.0, [nan], 20.5604159377, 1.0, nan, nan, nan,4.6968460083e-05, 4.98294830322e-05, 4.31537628174e-05, 14:21:39  17-06-16
2019, -0.671875, -0.578125, 0.0, [nan], 20.114973738, 1.0, nan, nan, nan,5.69820404053e-05, 5.22136688232e-05, 3.981590271e-05, 14:21:39  17-06-16
2020, -0.671875, -0.546875, 0.0, [nan], 19.6744143507, 1.0, 0.1875, 0.1875, 0.000347229003906,4.79221343994e-05, 5.19752502441e-05, 0.000277042388916, 14:21:39  17-06-16
2021, -0.671875, -0.515625, 0.0, [nan], 19.238737776, 1.0, nan, nan, nan,4.60147857666e-05, 5.29289245605e-05, 3.88622283936e-05, 14:21:39  17-06-16
2022, -0.671875, -0.484375, 0.0, [nan], 18.8079440138, 1.0, nan, nan, nan,4.60147857666e-05, 5.10215759277e-05, 4.19616699219e-05, 14:21:39  17-06-16
2023, -0.671875, -0.453125, 0.0, [nan], 18.3820330641, 1.0, nan, nan, nan,4.57763671875e-05, 5.41210174561e-05, 3.91006469727e-05, 14:21:39  17-06-16
